subject,condition,n_game,event,n_step,deviation,norm_dev
15AZ,im,2,activate_star,1,12.91,5.2
15AZ,im,2,blast_step_2,2,16.15,11.46
15AZ,im,2,blast_step_3,3,17.06,12.0
15AZ,im,2,blast_step_4,4,13.67,8.33
15AZ,im,2,blast_step_5,5,23.44,33.49
15AZ,im,2,blast_step_6,6,28.74,39.62
15AZ,im,2,blast_step_7,7,37.21,48.68
15AZ,im,2,blast_step_8,8,39.96,51.57
15AZ,im,2,overkill_step,9,13.2,17.08
15AZ,im,2,activate_star,1,23.82,9.6
15AZ,im,2,blast_step_1,2,25.47,5.77
15AZ,im,2,blast_step_2,3,28.03,7.25
15AZ,im,2,blast_step_3,4,27.2,12.99
15AZ,im,2,blast_step_4,5,32.09,21.64
15AZ,im,2,blast_step_5,6,33.03,19.88
15AZ,im,2,blast_step_6,7,38.14,25.83
15AZ,im,2,blast_step_7,8,64.98,56.48
15AZ,im,2,blast_step_8,9,24.79,9.81
15AZ,im,2,overkill_step,10,16.34,20.31
15AZ,im,2,overkill_step,11,48.93,58.16
15AZ,im,2,activate_star,1,16.28,10.03
15AZ,im,2,blast_step_1,2,20.53,9.06
15AZ,im,2,blast_step_2,3,24.19,20.14
15AZ,im,2,blast_step_3,4,14.71,22.3
15AZ,im,2,blast_step_4,5,12.23,25.14
15AZ,im,2,blast_step_5,6,21.77,32.86
15AZ,im,2,blast_step_6,7,25.2,27.39
15AZ,im,2,blast_step_7,8,13.59,20.93
15AZ,im,2,blast_step_8,9,12.59,9.73
15AZ,im,2,overkill_step,10,13.69,15.08
15AZ,im,2,activate_star,1,23.8,14.86
15AZ,im,2,blast_step_2,2,26.18,2.56
15AZ,im,2,blast_step_3,3,22.39,5.84
15AZ,im,2,blast_step_4,4,19.97,6.59
15AZ,im,2,blast_step_7,7,13.54,38.96
15AZ,im,2,blast_step_8,8,28.49,52.47
15AZ,im,2,overkill_step,9,29.27,51.92
15AZ,im,2,activate_star,1,23.21,8.16
15AZ,im,2,blast_step_1,2,42.57,24.87
15AZ,im,2,blast_step_2,3,34.21,18.89
15AZ,im,2,blast_step_3,4,17.9,11.49
15AZ,im,2,blast_step_5,6,18.79,33.91
15AZ,im,2,blast_step_6,7,37.81,43.31
15AZ,im,2,blast_step_7,8,47.28,55.38
15AZ,im,2,blast_step_8,9,34.83,52.69
15AZ,im,2,overkill_step,10,25.54,31.36
15AZ,qm,1,activate_star,1,38.15,8.74
15AZ,qm,1,blast_step_1,2,42.92,2.58
15AZ,qm,1,blast_step_2,3,30.98,13.11
15AZ,qm,1,blast_step_3,4,29.12,16.87
15AZ,qm,1,blast_step_4,5,32.57,10.67
15AZ,qm,1,blast_step_5,6,45.29,11.9
15AZ,qm,1,blast_step_6,7,41.43,57.31
15AZ,qm,1,blast_step_7,8,40.77,49.13
15AZ,qm,1,blast_step_8,9,44.28,9.05
15AZ,qm,1,activate_star,1,48.68,11.6
15AZ,qm,1,blast_step_1,2,53.42,1.91
15AZ,qm,1,blast_step_2,3,52.07,7.37
15AZ,qm,1,blast_step_3,4,52.83,13.26
15AZ,qm,1,blast_step_4,5,71.2,22.06
15AZ,qm,1,blast_step_5,6,69.8,22.64
15AZ,qm,1,blast_step_6,7,29.59,24.32
15AZ,qm,1,blast_step_7,8,29.57,24.03
15AZ,qm,1,blast_step_8,9,42.36,11.4
15AZ,qm,1,overkill_step,10,77.47,37.67
15AZ,qm,1,activate_star,1,38.67,8.13
15AZ,qm,1,blast_step_1,2,41.15,7.1
15AZ,qm,1,blast_step_2,3,41.54,9.08
15AZ,qm,1,blast_step_3,4,45.69,9.39
15AZ,qm,1,blast_step_4,5,47.22,17.61
15AZ,qm,1,blast_step_5,6,42.7,16.32
15AZ,qm,1,blast_step_6,7,54.11,26.04
15AZ,qm,1,blast_step_7,8,61.28,32.8
15AZ,qm,1,blast_step_8,9,57.18,27.17
15AZ,qm,1,overkill_step,10,73.41,37.73
15AZ,qm,1,activate_star,1,32.32,10.46
15AZ,qm,1,blast_step_2,2,38.2,2.87
15AZ,qm,1,blast_step_3,3,24.66,14.95
15AZ,qm,1,blast_step_4,4,27.84,18.63
15AZ,qm,1,blast_step_5,5,34.05,7.22
15AZ,qm,1,blast_step_6,6,33.52,5.87
15AZ,qm,1,blast_step_7,7,49.65,12.64
15AZ,qm,1,blast_step_8,8,51.9,15.82
15AZ,qm,1,overkill_step,9,63.83,30.44
15AZ,qm,1,activate_star,1,38.07,15.12
15AZ,qm,1,blast_step_2,2,47.15,6.21
15AZ,qm,1,blast_step_3,3,48.29,11.54
15AZ,qm,1,blast_step_4,4,58.38,13.06
15AZ,qm,1,blast_step_5,5,56.94,13.65
15AZ,qm,1,blast_step_6,6,60.75,24.13
15AZ,qm,1,blast_step_7,7,49.76,6.55
15AZ,qm,1,blast_step_8,8,70.68,20.3
15AZ,qm,1,overkill_step,9,76.84,74.62
15AZ,qm,1,activate_star,1,33.05,21.6
15AZ,qm,1,blast_step_1,2,54.43,9.76
15AZ,qm,1,blast_step_2,3,33.45,22.56
15AZ,qm,1,blast_step_3,4,36.64,21.63
15AZ,qm,1,blast_step_4,5,55.46,34.24
15AZ,qm,1,blast_step_5,6,74.47,36.71
15AZ,qm,1,blast_step_6,7,84.1,45.73
15AZ,qm,1,blast_step_7,8,101.95,61.57
15AZ,qm,1,blast_step_8,9,95.66,58.22
15AZ,qm,1,overkill_step,10,83.56,37.75
15AZ,qm,1,activate_star,1,42.21,8.9
15AZ,qm,1,blast_step_1,2,49.34,5.19
15AZ,qm,1,blast_step_2,3,57.75,16.73
15AZ,qm,1,blast_step_3,4,61.69,20.09
15AZ,qm,1,blast_step_4,5,45.41,24.5
15AZ,qm,1,blast_step_5,6,43.6,23.24
15AZ,qm,1,blast_step_6,7,51.47,22.99
15AZ,qm,1,blast_step_7,8,58.92,23.14
15AZ,qm,1,blast_step_8,9,55.53,25.5
15AZ,qm,1,overkill_step,10,334.37,288.26
15AZ,qm,1,activate_star,1,60.16,13.37
15AZ,qm,1,blast_step_2,2,66.65,7.53
15AZ,qm,1,blast_step_3,3,70.64,14.54
15AZ,qm,1,blast_step_4,4,72.63,28.73
15AZ,qm,1,blast_step_5,5,79.71,30.95
15AZ,qm,1,blast_step_6,6,74.46,36.08
15AZ,qm,1,blast_step_7,7,83.3,40.89
15AZ,qm,1,blast_step_8,8,62.46,13.35
15AZ,qm,1,blast_step_1,2,16.93,14.41
15AZ,qm,1,blast_step_3,4,15.61,14.15
15AZ,qm,1,blast_step_5,6,37.25,40.86
15AZ,qm,1,blast_step_6,7,44.61,47.76
15AZ,qm,1,blast_step_7,8,36.37,38.96
15AZ,qm,1,blast_step_8,9,36.76,40.07
15AZ,qm,1,overkill_step,10,41.64,45.42
15AZ,qm,1,activate_star,1,41.35,19.71
15AZ,qm,1,blast_step_1,2,29.35,6.74
15AZ,qm,1,blast_step_2,3,60.89,39.66
15AZ,qm,1,blast_step_3,4,58.48,35.75
15AZ,qm,1,blast_step_4,5,48.01,25.81
15AZ,qm,1,blast_step_5,6,50.1,28.38
15AZ,qm,1,blast_step_6,7,74.81,60.72
15AZ,qm,1,blast_step_7,8,78.93,65.12
15AZ,qm,1,blast_step_8,9,71.78,60.86
15AZ,qm,1,overkill_step,10,87.38,80.9
15AZ,qm,1,activate_star,1,44.27,11.75
15AZ,qm,1,blast_step_1,2,55.84,6.73
15AZ,qm,1,blast_step_2,3,44.11,15.06
15AZ,qm,1,blast_step_3,4,53.13,25.12
15AZ,qm,1,blast_step_4,5,55.6,28.52
15AZ,qm,1,blast_step_5,6,45.6,23.49
15AZ,qm,1,blast_step_6,7,59.0,47.47
15AZ,qm,1,blast_step_7,8,86.0,80.53
15AZ,qm,1,blast_step_8,9,85.03,79.74
15AZ,qm,1,overkill_step,10,120.64,89.06
15AZ,qm,1,activate_star,1,58.0,12.06
15AZ,qm,1,blast_step_2,2,59.24,29.03
15AZ,qm,1,blast_step_3,3,63.13,26.82
15AZ,qm,1,blast_step_4,4,74.7,35.99
15AZ,qm,1,blast_step_5,5,79.58,37.29
15AZ,qm,1,blast_step_6,6,104.66,54.92
15AZ,qm,1,blast_step_7,7,128.36,77.32
15AZ,qm,1,blast_step_8,8,125.38,76.45
15AZ,qm,1,overkill_step,9,340.66,289.34
15AZ,qm,1,activate_star,1,15.58,5.51
15AZ,qm,1,blast_step_1,2,20.41,10.34
15AZ,qm,1,activate_star,1,33.98,43.47
15AZ,qm,1,blast_step_2,2,41.02,37.31
15AZ,qm,1,blast_step_3,3,29.95,38.66
15AZ,qm,1,blast_step_4,4,23.65,43.34
15AZ,qm,1,blast_step_5,5,37.88,40.37
15AZ,qm,1,blast_step_6,6,41.67,17.43
15AZ,qm,1,blast_step_7,7,40.13,17.92
15AZ,qm,1,blast_step_8,8,32.31,29.41
15AZ,qm,1,overkill_step,9,31.99,47.76
15AZ,qm,1,overkill_step,10,377.18,394.89
15AZ,qm,1,activate_star,1,36.9,5.49
15AZ,qm,1,blast_step_2,3,28.55,22.92
15AZ,qm,1,blast_step_3,4,31.14,15.35
15AZ,qm,1,blast_step_4,5,43.66,10.09
15AZ,qm,1,blast_step_5,6,52.23,16.3
15AZ,qm,1,blast_step_6,7,38.07,5.01
15AZ,qm,1,blast_step_7,8,25.56,34.21
15AZ,qm,1,blast_step_8,9,28.08,34.83
15AZ,qm,1,overkill_step,10,350.34,317.94
15AZ,qm,1,activate_star,1,42.33,15.0
15AZ,qm,1,blast_step_1,2,56.54,7.8
15AZ,qm,1,blast_step_2,3,36.35,18.93
15AZ,qm,1,blast_step_3,4,54.85,12.57
15AZ,qm,1,blast_step_4,5,47.28,18.94
15AZ,qm,1,blast_step_5,6,51.46,20.58
15AZ,qm,1,blast_step_6,7,64.77,29.89
15AZ,qm,1,blast_step_7,8,40.86,44.44
15AZ,qm,1,blast_step_8,9,35.82,45.03
15AZ,qm,1,overkill_step,10,31.38,53.32
15AZ,qm,1,activate_star,1,19.42,10.06
15AZ,qm,1,blast_step_1,2,22.75,5.8
15AZ,qm,1,blast_step_2,3,16.26,17.67
15AZ,qm,1,blast_step_3,4,36.6,27.15
15AZ,qm,1,blast_step_4,5,35.67,27.47
15AZ,qm,1,blast_step_5,6,40.83,37.79
15AZ,qm,1,blast_step_6,7,48.05,41.59
15AZ,qm,1,blast_step_7,8,48.24,40.63
15AZ,qm,1,blast_step_8,9,61.55,54.99
15AZ,qm,1,overkill_step,10,57.86,53.36
15AZ,qm,1,activate_star,1,38.37,5.06
15AZ,qm,1,blast_step_1,2,32.52,9.51
15AZ,qm,1,blast_step_2,3,34.1,17.27
15AZ,qm,1,blast_step_3,4,48.17,34.16
15AZ,qm,1,blast_step_4,5,52.69,33.26
15AZ,qm,1,blast_step_5,6,53.9,35.99
15AZ,qm,1,blast_step_6,7,60.72,42.61
15AZ,qm,1,blast_step_7,8,71.12,54.44
15AZ,qm,1,blast_step_8,9,86.52,68.15
15AZ,qm,1,overkill_step,10,84.15,66.71
15AZ,qm,1,activate_star,1,21.28,11.19
15AZ,qm,1,blast_step_1,2,30.33,20.41
15AZ,qm,1,blast_step_2,3,36.81,38.01
15AZ,qm,1,blast_step_3,4,43.2,40.2
15AZ,qm,1,blast_step_4,5,41.77,38.59
15AZ,qm,1,blast_step_5,6,55.05,61.17
15AZ,qm,1,blast_step_6,7,37.38,49.35
15AZ,qm,1,blast_step_7,8,30.59,47.22
15AZ,qm,1,blast_step_8,9,57.62,82.54
15AZ,qm,2,activate_star,1,46.5,13.93
15AZ,qm,2,blast_step_2,2,60.21,3.96
15AZ,qm,2,blast_step_3,3,58.38,14.79
15AZ,qm,2,blast_step_4,4,48.25,23.75
15AZ,qm,2,blast_step_5,5,56.01,17.99
15AZ,qm,2,blast_step_6,6,62.84,33.48
15AZ,qm,2,blast_step_7,7,67.15,35.99
15AZ,qm,2,blast_step_8,8,82.32,65.0
15AZ,qm,2,overkill_step,9,75.12,25.58
15AZ,qm,2,overkill_step,10,78.14,19.96
15AZ,qm,2,overkill_step,11,117.46,76.26
15AZ,qm,2,activate_star,1,30.73,15.11
15AZ,qm,2,blast_step_1,2,39.72,11.67
15AZ,qm,2,blast_step_2,3,40.98,12.19
15AZ,qm,2,blast_step_3,4,43.81,11.77
15AZ,qm,2,blast_step_4,5,52.48,20.06
15AZ,qm,2,blast_step_5,6,64.81,34.56
15AZ,qm,2,blast_step_6,7,67.07,36.54
15AZ,qm,2,blast_step_7,8,70.75,38.43
15AZ,qm,2,blast_step_8,9,80.49,64.5
15AZ,qm,2,overkill_step,10,196.26,163.64
15AZ,qm,2,activate_star,1,16.71,6.13
15AZ,qm,2,blast_step_2,2,20.52,3.4
15AZ,qm,2,blast_step_4,4,17.12,5.5
15AZ,qm,2,blast_step_5,5,15.85,13.76
15AZ,qm,2,blast_step_6,6,64.03,52.48
15AZ,qm,2,blast_step_7,7,79.22,69.2
15AZ,qm,2,blast_step_8,8,73.77,64.93
15AZ,qm,2,overkill_step,10,60.96,70.03
15AZ,qm,2,overkill_step,11,79.29,63.87
15AZ,qm,2,activate_star,1,41.47,23.36
15AZ,qm,2,blast_step_1,2,102.81,45.71
15AZ,qm,2,blast_step_2,3,86.55,27.05
15AZ,qm,2,blast_step_3,4,87.79,28.4
15AZ,qm,2,blast_step_4,5,91.57,33.17
15AZ,qm,2,blast_step_5,6,94.76,41.76
15AZ,qm,2,blast_step_6,7,92.55,42.71
15AZ,qm,2,blast_step_7,8,89.76,39.28
15AZ,qm,2,blast_step_8,9,102.98,51.76
15AZ,qm,2,overkill_step,10,98.33,61.29
15AZ,qm,2,activate_star,1,30.61,3.4
15AZ,qm,2,blast_step_1,2,29.61,6.22
15AZ,qm,2,blast_step_2,3,32.52,2.88
15AZ,qm,2,blast_step_3,4,27.34,7.44
15AZ,qm,2,blast_step_4,5,34.48,18.36
15AZ,qm,2,blast_step_5,6,35.68,22.14
15AZ,qm,2,blast_step_6,7,55.15,40.25
15AZ,qm,2,blast_step_7,8,83.4,69.47
15AZ,qm,2,blast_step_8,9,85.04,70.51
15AZ,qm,2,overkill_step,11,22.1,10.75
15AZ,qm,2,overkill_step,12,15.09,16.91
15AZ,qm,2,overkill_step,13,39.5,18.53
15AZ,qm,2,activate_star,1,23.43,12.08
15AZ,qm,2,blast_step_2,2,35.33,4.42
15AZ,qm,2,blast_step_3,3,36.85,6.54
15AZ,qm,2,blast_step_4,4,37.08,11.28
15AZ,qm,2,blast_step_5,5,51.39,29.94
15AZ,qm,2,blast_step_6,6,49.33,53.89
15AZ,qm,2,blast_step_7,7,59.91,63.44
15AZ,qm,2,blast_step_8,8,89.79,94.12
15AZ,qm,2,overkill_step,9,53.82,31.63
15AZ,qm,2,overkill_step,10,28.54,13.73
15AZ,qm,2,overkill_step,11,380.68,375.56
15AZ,qm,2,overkill_step,12,415.44,413.03
15AZ,qm,2,activate_star,1,37.18,14.05
15AZ,qm,2,blast_step_1,2,47.38,2.42
15AZ,qm,2,blast_step_2,3,41.93,16.17
15AZ,qm,2,blast_step_3,4,56.89,16.54
15AZ,qm,2,blast_step_4,5,69.43,43.42
15AZ,qm,2,blast_step_5,6,62.64,52.49
15AZ,qm,2,blast_step_6,7,81.08,61.06
15AZ,qm,2,blast_step_7,8,76.56,68.79
15AZ,qm,2,blast_step_8,9,80.71,73.12
15AZ,qm,2,activate_star,1,36.9,15.7
15AZ,qm,2,blast_step_2,2,62.45,13.16
15AZ,qm,2,blast_step_3,3,70.45,22.14
15AZ,qm,2,blast_step_4,4,62.83,14.92
15AZ,qm,2,blast_step_5,5,70.23,21.22
15AZ,qm,2,blast_step_6,6,89.58,46.35
15AZ,qm,2,blast_step_7,7,113.29,67.71
15AZ,qm,2,blast_step_8,8,125.64,79.25
15AZ,qm,2,activate_star,1,44.3,11.33
15AZ,qm,2,blast_step_1,2,43.32,3.4
15AZ,qm,2,blast_step_2,3,51.14,15.1
15AZ,qm,2,blast_step_3,4,47.83,19.33
15AZ,qm,2,blast_step_4,5,49.36,31.97
15AZ,qm,2,blast_step_5,6,48.49,29.93
15AZ,qm,2,blast_step_6,7,44.99,29.04
15AZ,qm,2,blast_step_7,8,47.18,45.56
15AZ,qm,2,blast_step_8,9,62.42,89.81
15AZ,qm,2,overkill_step,10,62.71,91.17
15AZ,qm,2,activate_star,1,73.49,28.31
15AZ,qm,2,blast_step_1,2,102.63,20.91
15AZ,qm,2,blast_step_2,3,91.41,12.14
15AZ,qm,2,blast_step_3,4,92.93,14.34
15AZ,qm,2,blast_step_4,5,93.25,13.66
15AZ,qm,2,blast_step_5,6,89.53,17.33
15AZ,qm,2,blast_step_6,7,92.73,16.05
15AZ,qm,2,blast_step_7,8,108.7,40.34
15AZ,qm,2,blast_step_8,9,104.85,33.96
15AZ,qm,2,overkill_step,10,138.61,63.32
15AZ,qm,2,overkill_step,11,251.2,193.14
15AZ,qm,2,activate_star,1,80.44,5.36
15AZ,qm,2,blast_step_2,2,80.6,5.66
15AZ,qm,2,blast_step_3,3,95.99,16.97
15AZ,qm,2,blast_step_4,4,99.29,30.39
15AZ,qm,2,blast_step_5,5,102.64,34.87
15AZ,qm,2,blast_step_6,6,113.73,44.74
15AZ,qm,2,blast_step_7,7,121.96,51.11
15AZ,qm,2,blast_step_8,8,123.91,83.21
15AZ,qm,2,overkill_step,9,93.92,16.14
15AZ,qm,2,overkill_step,10,343.69,282.46
15AZ,qm,2,activate_star,1,45.82,14.89
15AZ,qm,2,blast_step_2,2,68.53,17.77
15AZ,qm,2,blast_step_3,3,68.57,17.1
15AZ,qm,2,blast_step_4,4,77.65,32.19
15AZ,qm,2,blast_step_5,5,83.56,47.44
15AZ,qm,2,blast_step_6,6,76.27,39.51
15AZ,qm,2,blast_step_7,7,119.71,67.53
15AZ,qm,2,blast_step_8,8,133.28,86.66
15AZ,qm,2,overkill_step,9,76.79,62.04
15AZ,qm,2,activate_star,1,24.08,8.9
15AZ,qm,2,blast_step_2,2,27.34,3.86
15AZ,qm,2,blast_step_3,3,14.24,18.1
15AZ,qm,2,blast_step_4,4,18.39,15.32
15AZ,qm,2,blast_step_5,5,12.69,21.41
15AZ,qm,2,blast_step_7,7,61.27,79.83
15AZ,qm,2,blast_step_8,8,54.23,72.66
15AZ,qm,2,overkill_step,9,60.09,55.11
15AZ,qm,2,activate_star,1,25.3,21.28
15AZ,qm,2,blast_step_2,2,42.05,36.59
15AZ,qm,2,blast_step_3,3,31.34,17.53
15AZ,qm,2,blast_step_4,4,28.82,18.42
15AZ,qm,2,blast_step_6,6,17.46,11.17
15AZ,qm,2,blast_step_7,7,44.42,45.29
15AZ,qm,2,blast_step_8,8,43.85,46.07
15AZ,qm,2,overkill_step,9,73.06,60.92
15AZ,qm,2,overkill_step,10,274.03,267.79
15AZ,qm,2,activate_star,1,49.98,19.2
15AZ,qm,2,blast_step_1,2,34.01,45.44
15AZ,qm,2,blast_step_2,3,20.38,49.43
15AZ,qm,2,blast_step_3,4,22.59,47.43
15AZ,qm,2,blast_step_4,5,27.26,42.65
15AZ,qm,2,blast_step_5,6,48.38,36.08
15AZ,qm,2,blast_step_6,7,50.84,47.51
15AZ,qm,2,blast_step_7,8,52.35,41.8
15AZ,qm,2,blast_step_8,9,70.7,46.0
15AZ,qm,2,overkill_step,10,17.21,55.59
15AZ,qm,2,activate_star,1,30.41,8.35
15AZ,qm,2,blast_step_2,2,21.47,14.16
15AZ,qm,2,blast_step_3,3,14.74,19.04
15AZ,qm,2,blast_step_4,4,17.84,18.48
15AZ,qm,2,blast_step_5,5,12.97,30.86
15AZ,qm,2,blast_step_7,7,20.47,16.2
15AZ,qm,2,blast_step_8,8,34.02,14.1
15AZ,qm,2,overkill_step,9,46.45,64.99
15AZ,qm,2,activate_star,1,32.74,26.43
15AZ,qm,2,blast_step_2,2,51.18,12.9
15AZ,qm,2,blast_step_3,3,23.99,41.74
15AZ,qm,2,blast_step_4,4,28.18,45.74
15AZ,qm,2,blast_step_5,5,33.61,59.19
15AZ,qm,2,blast_step_6,6,40.77,60.29
15AZ,qm,2,blast_step_7,7,60.74,85.91
15AZ,qm,2,blast_step_8,8,66.68,88.42
15AZ,qm,2,overkill_step,9,286.64,242.89
15AZ,qm,2,overkill_step,10,295.82,252.59
15AZ,qm,2,activate_star,1,45.95,11.87
15AZ,qm,2,blast_step_1,2,33.96,3.3
15AZ,qm,2,blast_step_2,3,28.4,8.7
15AZ,qm,2,blast_step_3,4,62.07,26.85
15AZ,qm,2,blast_step_4,5,70.48,34.92
15AZ,qm,2,blast_step_5,6,81.0,47.58
15AZ,qm,2,blast_step_6,7,72.75,41.84
15AZ,qm,2,blast_step_7,8,88.79,58.0
15AZ,qm,2,blast_step_8,9,97.74,73.18
15AZ,qm,2,overkill_step,10,99.21,75.67
15AZ,qm,2,overkill_step,11,132.49,99.99
15AZ,qm,2,overkill_step,12,130.33,100.23
15AZ,qm,2,activate_star,1,27.09,37.87
15AZ,qm,2,blast_step_2,2,17.48,25.01
15AZ,qm,2,blast_step_3,3,15.33,31.71
15AZ,qm,2,blast_step_4,4,16.66,30.32
15AZ,qm,2,blast_step_5,5,21.83,20.05
15AZ,qm,2,blast_step_6,6,45.94,43.29
15AZ,qm,2,blast_step_7,7,51.88,50.91
15AZ,qm,2,blast_step_8,8,68.28,74.95
15AZ,qm,2,overkill_step,9,72.23,78.28
15AZ,qm,2,overkill_step,10,31.26,48.67
15AZ,qm,3,activate_star,1,34.42,13.63
15AZ,qm,3,blast_step_1,2,33.2,11.5
15AZ,qm,3,blast_step_2,3,16.63,39.4
15AZ,qm,3,blast_step_3,4,33.15,62.0
15AZ,qm,3,blast_step_4,5,61.36,90.3
15AZ,qm,3,blast_step_5,6,53.47,86.22
15AZ,qm,3,blast_step_6,7,59.63,90.96
15AZ,qm,3,blast_step_7,8,72.9,69.72
15AZ,qm,3,blast_step_8,9,87.35,68.82
15AZ,qm,3,overkill_step,10,104.26,113.84
15AZ,qm,3,activate_star,1,72.84,38.27
15AZ,qm,3,blast_step_1,2,92.94,15.03
15AZ,qm,3,blast_step_2,3,73.04,54.19
15AZ,qm,3,blast_step_3,4,85.35,52.74
15AZ,qm,3,blast_step_4,5,75.31,52.84
15AZ,qm,3,blast_step_5,6,84.32,61.22
15AZ,qm,3,blast_step_6,7,111.07,98.16
15AZ,qm,3,blast_step_7,8,118.5,106.88
15AZ,qm,3,blast_step_8,9,140.47,117.66
15AZ,qm,3,overkill_step,10,130.74,68.87
15AZ,qm,3,activate_star,1,43.85,14.61
15AZ,qm,3,blast_step_1,2,57.34,32.01
15AZ,qm,3,blast_step_2,3,31.82,23.83
15AZ,qm,3,blast_step_3,4,40.52,20.91
15AZ,qm,3,blast_step_4,5,37.18,20.0
15AZ,qm,3,blast_step_5,6,31.86,18.54
15AZ,qm,3,blast_step_6,7,49.25,16.86
15AZ,qm,3,blast_step_7,8,39.73,24.83
15AZ,qm,3,blast_step_8,9,32.48,29.52
15AZ,qm,3,overkill_step,10,32.18,38.08
15AZ,qm,3,activate_star,1,19.14,26.7
15AZ,qm,3,blast_step_2,2,17.8,6.6
15AZ,qm,3,blast_step_3,3,23.55,28.45
15AZ,qm,3,blast_step_4,4,17.48,32.04
15AZ,qm,3,blast_step_5,5,13.14,23.74
15AZ,qm,3,blast_step_7,7,42.22,46.79
15AZ,qm,3,blast_step_8,8,46.38,48.2
15AZ,qm,3,overkill_step,9,23.7,30.9
15AZ,qm,3,overkill_step,10,23.66,36.25
15AZ,qm,3,overkill_step,11,221.22,226.7
15AZ,qm,3,activate_star,1,37.45,21.54
15AZ,qm,3,blast_step_1,2,36.29,11.14
15AZ,qm,3,blast_step_2,3,25.76,14.93
15AZ,qm,3,blast_step_3,4,29.31,25.01
15AZ,qm,3,blast_step_4,5,35.77,11.52
15AZ,qm,3,blast_step_5,6,40.03,6.77
15AZ,qm,3,blast_step_6,7,56.29,19.87
15AZ,qm,3,blast_step_7,8,66.33,38.03
15AZ,qm,3,blast_step_8,9,77.22,55.95
15AZ,qm,3,overkill_step,10,52.59,30.3
15AZ,qm,3,overkill_step,11,38.33,26.09
15AZ,qm,3,activate_star,1,17.14,27.72
15AZ,qm,3,blast_step_2,2,14.31,14.99
15AZ,qm,3,blast_step_3,3,24.04,22.98
15AZ,qm,3,blast_step_4,4,17.2,11.65
15AZ,qm,3,blast_step_5,5,18.49,8.24
15AZ,qm,3,blast_step_6,6,25.14,15.74
15AZ,qm,3,blast_step_7,7,23.8,19.79
15AZ,qm,3,blast_step_8,8,31.84,22.67
15AZ,qm,3,overkill_step,9,27.45,20.02
15AZ,qm,3,overkill_step,10,45.18,42.07
15AZ,qm,3,overkill_step,11,28.34,30.83
15AZ,qm,3,overkill_step,12,23.81,25.17
15AZ,qm,3,activate_star,1,37.21,10.88
15AZ,qm,3,blast_step_1,2,21.7,25.98
15AZ,qm,3,blast_step_2,3,16.8,30.98
15AZ,qm,3,blast_step_3,4,21.19,27.4
15AZ,qm,3,blast_step_4,5,27.06,20.41
15AZ,qm,3,blast_step_6,7,18.7,65.3
15AZ,qm,3,blast_step_7,8,32.09,78.05
15AZ,qm,3,blast_step_8,9,49.93,96.72
15AZ,qm,3,overkill_step,10,49.03,91.22
15AZ,qm,3,activate_star,1,77.88,17.32
15AZ,qm,3,blast_step_2,2,60.01,29.95
15AZ,qm,3,blast_step_3,3,25.61,68.86
15AZ,qm,3,blast_step_4,4,19.69,88.24
15AZ,qm,3,blast_step_5,5,18.56,91.15
15AZ,qm,3,blast_step_6,6,31.65,106.4
15AZ,qm,3,blast_step_7,7,26.49,99.71
15AZ,qm,3,blast_step_8,8,36.15,110.06
15AZ,qm,3,overkill_step,9,66.99,131.03
15AZ,qm,3,overkill_step,10,107.2,89.75
15AZ,qm,3,activate_star,1,37.21,59.1
15AZ,qm,3,blast_step_2,2,26.25,45.18
15AZ,qm,3,blast_step_3,3,15.57,39.39
15AZ,qm,3,blast_step_4,4,22.94,46.18
15AZ,qm,3,blast_step_5,5,23.21,42.22
15AZ,qm,3,blast_step_6,6,17.13,17.33
15AZ,qm,3,blast_step_7,7,36.99,11.45
15AZ,qm,3,blast_step_8,8,46.88,20.92
15AZ,qm,3,overkill_step,9,49.77,43.41
15AZ,qm,3,overkill_step,10,268.24,296.26
15AZ,qm,3,activate_star,1,58.41,24.3
15AZ,qm,3,blast_step_1,2,81.85,5.55
15AZ,qm,3,blast_step_2,3,63.91,20.71
15AZ,qm,3,blast_step_3,4,78.95,12.14
15AZ,qm,3,blast_step_4,5,83.04,6.4
15AZ,qm,3,blast_step_5,6,81.42,5.32
15AZ,qm,3,blast_step_6,7,94.24,23.58
15AZ,qm,3,blast_step_7,8,99.98,20.67
15AZ,qm,3,blast_step_8,9,110.12,27.89
15AZ,qm,3,overkill_step,10,434.93,364.49
15AZ,qm,3,activate_star,1,27.24,52.42
15AZ,qm,3,blast_step_1,2,28.86,47.73
15AZ,qm,3,blast_step_2,3,18.91,48.45
15AZ,qm,3,blast_step_3,4,24.73,49.38
15AZ,qm,3,blast_step_4,5,37.48,48.98
15AZ,qm,3,blast_step_5,6,45.26,37.5
15AZ,qm,3,blast_step_6,7,59.43,40.52
15AZ,qm,3,blast_step_7,8,65.29,11.87
15AZ,qm,3,blast_step_8,9,70.26,15.86
15AZ,qm,3,overkill_step,11,71.95,29.23
15AZ,qm,3,overkill_step,12,58.79,74.11
15AZ,qm,3,activate_star,1,49.59,17.3
15AZ,qm,3,blast_step_2,2,30.73,19.64
15AZ,qm,3,blast_step_3,3,44.01,5.23
15AZ,qm,3,blast_step_4,4,35.56,16.01
15AZ,qm,3,blast_step_5,5,34.12,12.67
15AZ,qm,3,blast_step_6,6,40.63,6.36
15AZ,qm,3,blast_step_7,7,73.3,40.5
15AZ,qm,3,blast_step_8,8,86.1,54.36
