subject,condition,n_game,event,n_step,deviation,norm_dev
21EC,qm,1,blast_step_4,4,25.19,12.64
21EC,qm,1,blast_step_5,5,46.71,18.14
21EC,qm,1,blast_step_6,6,61.92,31.26
21EC,qm,1,blast_step_7,7,60.09,30.77
21EC,qm,1,blast_step_8,8,72.67,42.45
21EC,qm,1,overkill_step,9,87.68,64.66
21EC,qm,1,overkill_step,10,53.57,34.76
21EC,qm,1,overkill_step,11,64.16,41.48
21EC,qm,1,overkill_step,12,48.33,29.55
21EC,qm,1,activate_star,1,36.3,22.67
21EC,qm,1,blast_step_2,2,50.82,16.02
21EC,qm,1,blast_step_3,3,43.28,33.48
21EC,qm,1,blast_step_4,4,48.72,20.51
21EC,qm,1,blast_step_5,5,51.88,9.01
21EC,qm,1,blast_step_6,6,48.58,27.62
21EC,qm,1,blast_step_7,7,32.01,22.0
21EC,qm,1,blast_step_8,8,60.33,23.26
21EC,qm,1,overkill_step,9,47.33,39.68
21EC,qm,1,activate_star,1,41.07,9.09
21EC,qm,1,blast_step_2,2,45.68,14.32
21EC,qm,1,blast_step_3,3,56.48,21.59
21EC,qm,1,blast_step_4,4,88.22,55.37
21EC,qm,1,blast_step_5,5,81.83,50.85
21EC,qm,1,blast_step_6,6,106.62,74.49
21EC,qm,1,blast_step_7,7,65.64,31.0
21EC,qm,1,blast_step_8,8,87.45,52.24
21EC,qm,1,overkill_step,9,104.66,69.4
21EC,qm,1,overkill_step,10,110.32,79.01
21EC,qm,1,overkill_step,11,102.42,68.94
21EC,qm,1,activate_star,1,33.06,14.39
21EC,qm,1,blast_step_1,2,26.63,6.72
21EC,qm,1,blast_step_2,3,43.58,21.19
21EC,qm,1,blast_step_3,4,47.81,25.44
21EC,qm,1,blast_step_4,5,63.41,42.16
21EC,qm,1,blast_step_5,6,63.95,47.06
21EC,qm,1,blast_step_6,7,58.81,40.89
21EC,qm,1,blast_step_7,8,72.31,55.16
21EC,qm,1,blast_step_8,9,76.11,56.64
21EC,qm,1,overkill_step,10,128.14,107.09
21EC,qm,1,overkill_step,11,64.47,42.15
21EC,qm,1,activate_star,1,22.73,16.35
21EC,qm,1,blast_step_2,3,18.5,10.66
21EC,qm,1,blast_step_3,4,22.61,10.47
21EC,qm,1,blast_step_5,6,20.67,12.43
21EC,qm,1,blast_step_6,7,45.49,34.37
21EC,qm,1,blast_step_7,8,46.31,34.18
21EC,qm,1,blast_step_8,9,45.63,33.18
21EC,qm,1,overkill_step,10,54.09,42.8
21EC,qm,1,overkill_step,11,57.1,48.85
21EC,qm,1,activate_star,1,41.68,22.81
21EC,qm,1,blast_step_1,2,41.13,5.37
21EC,qm,1,blast_step_2,3,50.97,12.95
21EC,qm,1,blast_step_3,4,63.74,22.79
21EC,qm,1,blast_step_4,5,33.68,23.4
21EC,qm,1,blast_step_5,6,47.93,31.74
21EC,qm,1,blast_step_6,7,73.94,32.43
21EC,qm,1,blast_step_7,8,67.15,23.98
21EC,qm,1,blast_step_8,9,63.41,20.72
21EC,qm,1,overkill_step,10,68.14,25.21
21EC,qm,1,overkill_step,11,75.11,34.54
21EC,qm,1,overkill_step,12,394.05,430.77
21EC,qm,1,activate_star,1,72.87,16.07
21EC,qm,1,blast_step_1,2,90.95,10.41
21EC,qm,1,blast_step_2,3,85.1,11.81
21EC,qm,1,blast_step_3,4,101.01,21.89
21EC,qm,1,blast_step_4,5,112.23,28.72
21EC,qm,1,blast_step_5,6,82.96,9.49
21EC,qm,1,blast_step_6,7,91.37,8.16
21EC,qm,1,blast_step_7,8,97.82,13.56
21EC,qm,1,blast_step_8,9,162.72,86.8
21EC,qm,1,overkill_step,10,62.18,40.47
21EC,qm,1,overkill_step,11,62.05,44.24
21EC,qm,1,activate_star,1,65.3,9.67
21EC,qm,1,blast_step_1,2,65.15,7.53
21EC,qm,1,blast_step_2,3,59.0,18.22
21EC,qm,1,blast_step_3,4,123.38,67.09
21EC,qm,1,blast_step_4,5,156.29,94.19
21EC,qm,1,blast_step_5,6,102.24,40.96
21EC,qm,1,blast_step_6,7,111.42,46.97
21EC,qm,1,blast_step_7,8,117.68,53.37
21EC,qm,1,blast_step_8,9,94.13,29.35
21EC,qm,1,overkill_step,10,126.25,98.39
21EC,qm,1,activate_star,1,61.68,33.27
21EC,qm,1,blast_step_1,2,53.0,52.62
21EC,qm,1,blast_step_2,3,88.89,68.64
21EC,qm,1,blast_step_3,4,52.64,59.77
21EC,qm,1,blast_step_4,5,53.05,65.08
21EC,qm,1,blast_step_5,6,98.57,41.56
21EC,qm,1,blast_step_6,7,124.87,55.35
21EC,qm,1,blast_step_7,8,54.27,54.19
21EC,qm,1,blast_step_8,9,85.87,80.27
21EC,qm,1,overkill_step,10,97.1,106.13
21EC,qm,1,overkill_step,11,181.69,131.21
21EC,qm,1,overkill_step,12,178.69,140.8
21EC,qm,1,activate_star,1,13.52,25.23
21EC,qm,1,blast_step_1,2,28.99,11.01
21EC,qm,1,blast_step_2,3,29.69,16.29
21EC,qm,1,blast_step_3,4,16.49,39.84
21EC,qm,1,blast_step_5,6,26.67,17.8
21EC,qm,1,blast_step_6,7,18.9,16.94
21EC,qm,1,blast_step_7,8,17.62,14.38
21EC,qm,1,blast_step_8,9,319.44,314.96
21EC,qm,1,overkill_step,11,72.24,56.5
21EC,qm,1,activate_star,1,14.9,20.53
21EC,qm,1,blast_step_1,2,25.58,7.44
21EC,qm,1,blast_step_2,3,17.02,19.15
21EC,qm,1,blast_step_3,4,21.62,16.74
21EC,qm,1,blast_step_4,5,29.25,7.52
21EC,qm,1,blast_step_5,6,16.23,22.72
21EC,qm,1,blast_step_6,7,19.16,14.39
21EC,qm,1,blast_step_7,8,15.36,27.39
21EC,qm,1,overkill_step,10,55.12,79.97
21EC,qm,1,overkill_step,11,234.43,226.44
21EC,qm,1,activate_star,1,38.26,12.79
21EC,qm,1,blast_step_1,2,41.4,6.84
21EC,qm,1,blast_step_2,3,45.69,13.76
21EC,qm,1,blast_step_3,4,47.78,17.29
21EC,qm,1,blast_step_4,5,32.27,35.28
21EC,qm,1,blast_step_5,6,25.1,36.98
21EC,qm,1,blast_step_6,7,36.26,23.49
21EC,qm,1,blast_step_7,8,42.06,19.49
21EC,qm,1,blast_step_8,9,59.69,31.51
21EC,qm,1,overkill_step,10,401.26,372.1
21EC,qm,1,activate_star,1,84.71,12.28
21EC,qm,1,blast_step_1,2,38.56,52.49
21EC,qm,1,blast_step_2,3,36.31,56.39
21EC,qm,1,blast_step_3,4,49.1,43.07
21EC,qm,1,blast_step_4,5,56.0,37.01
21EC,qm,1,blast_step_5,6,25.84,62.04
21EC,qm,1,blast_step_6,7,43.87,68.05
21EC,qm,1,blast_step_7,8,40.67,76.32
21EC,qm,1,overkill_step,10,59.57,129.11
21EC,qm,1,activate_star,1,43.13,33.97
21EC,qm,1,blast_step_1,2,68.66,9.95
21EC,qm,1,blast_step_2,3,72.02,43.48
21EC,qm,1,blast_step_3,4,76.3,44.55
21EC,qm,1,blast_step_4,5,71.73,54.55
21EC,qm,1,blast_step_5,6,68.09,57.56
21EC,qm,1,blast_step_6,7,20.27,67.85
21EC,qm,1,blast_step_7,8,27.3,55.81
21EC,qm,1,blast_step_8,9,43.44,87.01
21EC,qm,1,overkill_step,10,53.65,80.19
21EC,qm,1,overkill_step,11,49.34,42.95
21EC,qm,1,activate_star,1,49.6,42.3
21EC,qm,1,blast_step_2,2,57.55,52.22
21EC,qm,1,blast_step_3,3,75.81,87.24
21EC,qm,1,blast_step_4,4,74.21,86.27
21EC,qm,1,blast_step_5,5,45.11,83.68
21EC,qm,1,blast_step_6,6,34.78,63.03
21EC,qm,1,blast_step_7,7,21.22,71.75
21EC,qm,1,blast_step_8,8,54.54,108.98
21EC,qm,1,overkill_step,9,41.28,100.5
21EC,qm,1,overkill_step,10,381.11,325.19
21EC,qm,1,activate_star,1,75.18,10.2
21EC,qm,1,blast_step_2,2,83.18,10.4
21EC,qm,1,blast_step_3,3,93.39,16.83
21EC,qm,1,blast_step_4,4,107.78,36.3
21EC,qm,1,blast_step_5,5,102.38,37.7
21EC,qm,1,blast_step_6,6,99.46,42.05
21EC,qm,1,blast_step_7,7,130.72,60.92
21EC,qm,1,blast_step_8,8,130.79,56.18
21EC,qm,1,activate_star,1,33.7,21.09
21EC,qm,1,blast_step_2,2,37.42,6.23
21EC,qm,1,blast_step_3,3,40.25,12.79
21EC,qm,1,blast_step_4,4,42.38,25.27
21EC,qm,1,blast_step_5,5,52.5,19.65
21EC,qm,1,blast_step_6,6,43.41,7.08
21EC,qm,1,blast_step_7,7,57.42,19.64
21EC,qm,1,blast_step_8,8,41.4,12.88
21EC,qm,1,overkill_step,9,105.31,79.92
21EC,qm,1,activate_star,1,37.36,22.85
21EC,qm,1,blast_step_1,2,57.94,5.46
21EC,qm,1,blast_step_2,3,61.53,7.07
21EC,qm,1,blast_step_3,4,69.58,23.65
21EC,qm,1,blast_step_4,5,42.2,21.8
21EC,qm,1,blast_step_5,6,53.31,14.84
21EC,qm,1,blast_step_6,7,54.67,17.36
21EC,qm,1,blast_step_7,8,69.06,23.7
21EC,qm,1,blast_step_8,9,48.92,37.78
21EC,qm,1,overkill_step,10,45.6,49.2
21EC,qm,1,activate_star,1,65.92,12.66
21EC,qm,1,blast_step_1,2,58.65,4.68
21EC,qm,1,blast_step_2,3,76.03,28.77
21EC,qm,1,blast_step_3,4,76.32,36.61
21EC,qm,1,blast_step_4,5,138.09,80.98
21EC,qm,1,blast_step_5,6,72.73,19.72
21EC,qm,1,blast_step_6,7,65.82,16.17
21EC,qm,1,blast_step_7,8,111.62,60.59
21EC,qm,1,blast_step_8,9,97.44,73.95
21EC,qm,1,overkill_step,10,104.51,74.39
21EC,qm,1,overkill_step,11,186.61,240.9
21EC,qm,1,overkill_step,12,352.49,394.58
21EC,qm,1,activate_star,1,80.75,34.66
21EC,qm,1,blast_step_1,2,56.59,13.39
21EC,qm,1,blast_step_2,3,62.69,16.56
21EC,qm,1,blast_step_3,4,169.34,123.46
21EC,qm,1,blast_step_4,5,58.87,18.24
21EC,qm,1,blast_step_5,6,98.62,52.14
21EC,qm,1,blast_step_6,7,76.2,34.12
21EC,qm,1,blast_step_7,8,84.55,45.36
21EC,qm,1,blast_step_8,9,104.0,66.34
21EC,qm,1,overkill_step,10,240.56,266.95
21EC,qm,2,activate_star,1,29.17,10.66
21EC,qm,2,blast_step_1,2,50.98,21.37
21EC,qm,2,blast_step_2,3,57.14,20.43
21EC,qm,2,blast_step_3,4,46.29,8.3
21EC,qm,2,blast_step_4,5,51.33,14.77
21EC,qm,2,blast_step_5,6,37.09,7.2
21EC,qm,2,blast_step_6,7,39.22,16.43
21EC,qm,2,blast_step_7,8,94.48,74.89
21EC,qm,2,overkill_step,13,103.76,76.3
21EC,qm,2,activate_star,1,13.44,8.56
21EC,qm,2,blast_step_1,2,12.99,10.36
21EC,qm,2,blast_step_2,3,13.71,8.98
21EC,qm,2,blast_step_3,4,23.61,12.45
21EC,qm,2,blast_step_4,5,19.27,9.28
21EC,qm,2,blast_step_5,6,30.15,19.7
21EC,qm,2,blast_step_6,7,40.83,29.95
21EC,qm,2,blast_step_7,8,52.04,46.7
21EC,qm,2,blast_step_8,9,60.1,70.41
21EC,qm,2,overkill_step,10,448.77,455.72
21EC,qm,2,activate_star,1,17.9,17.87
21EC,qm,2,blast_step_2,3,23.26,28.79
21EC,qm,2,blast_step_3,4,24.58,30.52
21EC,qm,2,blast_step_4,5,20.94,26.27
21EC,qm,2,blast_step_5,6,36.05,40.68
21EC,qm,2,blast_step_6,7,39.32,44.24
21EC,qm,2,blast_step_7,8,47.5,52.83
21EC,qm,2,blast_step_8,9,104.0,107.96
21EC,qm,2,overkill_step,10,113.69,117.61
21EC,qm,2,blast_step_4,5,28.25,26.77
21EC,qm,2,blast_step_5,6,30.35,25.32
21EC,qm,2,blast_step_6,7,35.31,31.42
21EC,qm,2,blast_step_7,8,44.77,52.61
21EC,qm,2,blast_step_8,9,64.26,68.1
21EC,qm,2,overkill_step,10,421.13,417.62
21EC,qm,2,activate_star,1,46.39,6.74
21EC,qm,2,blast_step_1,2,44.0,7.93
21EC,qm,2,blast_step_2,3,61.1,18.42
21EC,qm,2,blast_step_3,4,40.69,12.71
21EC,qm,2,blast_step_4,5,37.91,8.92
21EC,qm,2,blast_step_5,6,45.52,7.63
21EC,qm,2,blast_step_6,7,50.73,8.22
21EC,qm,2,blast_step_7,8,51.96,19.37
21EC,qm,2,blast_step_8,9,142.26,120.71
21EC,qm,2,activate_star,1,24.91,22.1
21EC,qm,2,blast_step_2,2,28.5,5.94
21EC,qm,2,blast_step_3,3,32.05,27.21
21EC,qm,2,blast_step_4,4,33.1,16.2
21EC,qm,2,blast_step_5,5,20.55,28.34
21EC,qm,2,blast_step_6,6,29.83,33.64
21EC,qm,2,blast_step_7,7,31.56,39.76
21EC,qm,2,blast_step_8,8,27.01,34.18
21EC,qm,2,overkill_step,9,42.02,53.05
21EC,qm,2,activate_star,1,62.43,26.93
21EC,qm,2,blast_step_1,2,71.2,7.64
21EC,qm,2,blast_step_2,3,68.15,8.24
21EC,qm,2,blast_step_3,4,81.19,23.81
21EC,qm,2,blast_step_4,5,84.11,22.46
21EC,qm,2,blast_step_5,6,28.59,48.34
21EC,qm,2,blast_step_6,7,23.64,59.58
21EC,qm,2,blast_step_7,8,31.03,51.86
21EC,qm,2,blast_step_8,9,47.82,39.22
21EC,qm,2,activate_star,1,42.24,22.67
21EC,qm,2,blast_step_2,2,52.25,18.31
21EC,qm,2,blast_step_3,3,20.51,37.14
21EC,qm,2,blast_step_4,4,13.15,44.04
21EC,qm,2,blast_step_5,5,13.35,42.81
21EC,qm,2,blast_step_6,6,41.89,45.23
21EC,qm,2,blast_step_7,7,72.42,28.5
21EC,qm,2,blast_step_8,8,55.09,78.99
21EC,qm,2,activate_star,1,40.24,19.02
21EC,qm,2,blast_step_2,2,39.04,8.76
21EC,qm,2,blast_step_3,3,40.24,35.1
21EC,qm,2,blast_step_4,4,44.86,46.97
21EC,qm,2,blast_step_5,5,41.25,40.98
21EC,qm,2,blast_step_6,6,96.0,85.19
21EC,qm,2,blast_step_7,7,98.04,84.78
21EC,qm,2,blast_step_8,8,92.81,78.26
21EC,qm,2,overkill_step,9,332.88,335.98
21EC,qm,2,activate_star,1,41.33,27.35
21EC,qm,2,blast_step_1,2,37.81,10.28
21EC,qm,2,blast_step_2,3,24.16,20.61
21EC,qm,2,blast_step_3,4,28.91,11.74
21EC,qm,2,blast_step_4,5,31.7,11.7
21EC,qm,2,blast_step_5,6,19.98,37.73
21EC,qm,2,blast_step_6,7,72.47,95.62
21EC,qm,2,blast_step_7,8,22.5,27.35
21EC,qm,2,blast_step_8,9,14.7,35.63
21EC,qm,2,overkill_step,10,298.89,276.37
21EC,qm,2,activate_star,1,20.25,27.74
21EC,qm,2,blast_step_1,2,25.54,17.93
21EC,qm,2,blast_step_2,3,21.97,43.98
21EC,qm,2,blast_step_5,6,16.74,21.88
21EC,qm,2,blast_step_6,7,33.14,27.93
21EC,qm,2,blast_step_7,8,12.39,25.9
21EC,qm,2,blast_step_8,9,204.36,220.2
21EC,qm,2,overkill_step,10,247.59,256.94
21EC,qm,2,activate_star,1,44.22,13.7
21EC,qm,2,blast_step_2,2,47.19,8.56
21EC,qm,2,blast_step_3,3,55.57,8.08
21EC,qm,2,blast_step_4,4,60.01,11.49
21EC,qm,2,blast_step_5,5,70.28,28.12
21EC,qm,2,blast_step_6,6,74.9,29.75
21EC,qm,2,blast_step_7,7,83.56,35.51
21EC,qm,2,blast_step_8,8,30.56,26.0
21EC,qm,2,overkill_step,9,241.86,287.73
21EC,qm,2,activate_star,1,18.12,14.72
21EC,qm,2,blast_step_1,2,22.73,26.68
21EC,qm,2,blast_step_4,5,35.56,40.53
21EC,qm,2,blast_step_5,6,33.18,36.07
21EC,qm,2,blast_step_6,7,22.9,32.57
21EC,qm,2,blast_step_7,8,32.96,35.72
21EC,qm,2,blast_step_8,9,35.84,37.81
21EC,qm,2,overkill_step,10,34.8,30.69
21EC,qm,2,overkill_step,11,96.87,85.87
21EC,qm,2,activate_star,1,48.41,30.58
21EC,qm,2,blast_step_1,2,83.14,11.69
21EC,qm,2,blast_step_2,3,61.76,18.74
21EC,qm,2,blast_step_3,4,69.9,15.86
21EC,qm,2,blast_step_4,5,97.02,23.18
21EC,qm,2,blast_step_5,6,123.44,45.42
21EC,qm,2,blast_step_6,7,118.17,42.19
21EC,qm,2,blast_step_7,8,126.09,48.63
21EC,qm,2,blast_step_8,9,121.74,44.15
21EC,qm,2,overkill_step,10,178.58,186.22
21EC,qm,2,overkill_step,11,278.72,355.41
21EC,qm,2,activate_star,1,53.38,31.35
21EC,qm,2,blast_step_2,2,44.18,27.09
21EC,qm,2,blast_step_3,3,38.02,62.13
21EC,qm,2,blast_step_4,4,43.62,70.73
21EC,qm,2,blast_step_5,5,47.07,73.77
21EC,qm,2,blast_step_6,6,44.82,82.81
21EC,qm,2,blast_step_7,7,66.5,84.81
21EC,qm,2,blast_step_8,8,84.46,92.88
21EC,qm,2,overkill_step,9,289.82,355.78
21EC,qm,2,activate_star,1,57.41,27.77
21EC,qm,2,blast_step_2,2,87.02,61.73
21EC,qm,2,blast_step_3,3,39.49,11.54
21EC,qm,2,blast_step_4,4,46.05,16.93
21EC,qm,2,blast_step_5,5,36.97,15.26
21EC,qm,2,blast_step_6,6,42.74,16.74
21EC,qm,2,blast_step_7,7,54.3,26.78
21EC,qm,2,blast_step_8,8,65.59,33.56
21EC,qm,2,overkill_step,9,410.72,424.82
21EC,qm,2,activate_star,1,42.23,36.23
21EC,qm,2,blast_step_1,2,45.93,11.76
21EC,qm,2,blast_step_2,3,51.92,26.0
21EC,qm,2,blast_step_3,4,73.59,34.86
21EC,qm,2,blast_step_4,5,78.38,36.65
21EC,qm,2,blast_step_5,6,88.04,41.39
21EC,qm,2,blast_step_6,7,176.61,131.54
21EC,qm,2,blast_step_7,8,93.0,46.11
21EC,qm,2,blast_step_8,9,104.03,57.14
21EC,qm,2,overkill_step,10,176.32,136.74
21EC,qm,2,activate_star,1,51.26,18.92
21EC,qm,2,blast_step_1,2,69.33,16.9
21EC,qm,2,blast_step_2,3,81.53,20.15
21EC,qm,2,blast_step_3,4,60.99,12.85
21EC,qm,2,blast_step_4,5,66.17,18.46
21EC,qm,2,blast_step_5,6,86.83,23.77
21EC,qm,2,blast_step_6,7,48.71,26.11
21EC,qm,2,blast_step_7,8,66.26,24.1
21EC,qm,2,blast_step_8,9,87.21,36.68
21EC,qm,2,overkill_step,10,143.92,85.7
21EC,qm,2,activate_star,1,29.65,10.91
21EC,qm,2,blast_step_1,2,31.32,33.51
21EC,qm,2,blast_step_2,3,25.09,14.62
21EC,qm,2,blast_step_3,4,36.35,16.22
21EC,qm,2,blast_step_4,5,39.79,20.59
21EC,qm,2,blast_step_5,6,87.92,63.42
21EC,qm,2,blast_step_6,7,184.3,161.55
21EC,qm,2,blast_step_7,8,30.61,23.71
21EC,qm,2,blast_step_8,9,35.62,22.37
21EC,qm,2,overkill_step,10,46.62,23.72
21EC,qm,2,overkill_step,12,205.75,184.98
21EC,qm,2,overkill_step,13,343.31,365.43
21EC,qm,3,blast_step_6,6,115.35,
21EC,qm,3,blast_step_7,7,115.86,
21EC,qm,3,blast_step_8,8,108.8,
21EC,qm,3,overkill_step,9,283.71,
21EC,qm,3,activate_star,1,54.14,22.19
21EC,qm,3,blast_step_2,2,42.78,16.2
21EC,qm,3,blast_step_3,3,19.52,27.43
21EC,qm,3,blast_step_4,4,36.75,24.17
21EC,qm,3,blast_step_5,5,32.83,29.33
21EC,qm,3,blast_step_6,6,24.65,22.51
21EC,qm,3,blast_step_7,7,14.18,29.57
21EC,qm,3,blast_step_8,8,29.91,21.13
21EC,qm,3,overkill_step,9,446.48,480.71
21EC,qm,3,activate_star,1,45.15,28.02
21EC,qm,3,blast_step_1,2,78.14,35.74
21EC,qm,3,blast_step_2,3,50.73,28.62
21EC,qm,3,blast_step_3,4,48.26,22.98
21EC,qm,3,blast_step_4,5,61.97,31.23
21EC,qm,3,blast_step_5,6,59.19,30.82
21EC,qm,3,blast_step_6,7,29.69,41.5
21EC,qm,3,blast_step_7,8,47.44,21.8
21EC,qm,3,blast_step_8,9,107.15,70.55
21EC,qm,3,overkill_step,10,92.87,63.73
21EC,qm,3,activate_star,1,53.11,9.38
21EC,qm,3,blast_step_2,2,59.55,8.1
21EC,qm,3,blast_step_3,3,67.6,15.84
21EC,qm,3,blast_step_4,4,55.07,11.78
21EC,qm,3,blast_step_5,5,61.13,19.6
21EC,qm,3,blast_step_6,6,44.32,15.45
21EC,qm,3,blast_step_7,7,32.63,22.05
21EC,qm,3,blast_step_8,8,55.29,15.7
21EC,qm,3,activate_star,1,84.33,15.86
21EC,qm,3,blast_step_1,2,81.72,11.74
21EC,qm,3,blast_step_2,3,68.82,17.86
21EC,qm,3,blast_step_3,4,73.53,20.23
21EC,qm,3,blast_step_4,5,75.72,18.02
21EC,qm,3,blast_step_5,6,81.7,20.83
21EC,qm,3,blast_step_6,7,104.31,40.67
21EC,qm,3,blast_step_7,8,134.13,63.8
21EC,qm,3,blast_step_8,9,207.89,130.03
21EC,qm,3,activate_star,1,43.2,16.34
21EC,qm,3,blast_step_1,2,45.82,12.24
21EC,qm,3,blast_step_2,3,67.96,16.94
21EC,qm,3,blast_step_3,4,46.91,19.63
21EC,qm,3,blast_step_4,5,54.89,26.67
21EC,qm,3,blast_step_5,6,50.53,11.68
21EC,qm,3,blast_step_6,7,109.08,85.54
21EC,qm,3,blast_step_7,8,115.39,94.56
21EC,qm,3,blast_step_8,9,123.46,97.65
21EC,qm,3,overkill_step,10,265.46,282.54
21EC,qm,3,activate_star,1,31.42,12.2
21EC,qm,3,blast_step_1,2,33.71,12.18
21EC,qm,3,blast_step_2,3,42.01,21.76
21EC,qm,3,blast_step_3,4,36.9,24.58
21EC,qm,3,blast_step_4,5,66.69,47.82
21EC,qm,3,blast_step_5,6,65.79,47.66
21EC,qm,3,blast_step_6,7,70.73,50.75
21EC,qm,3,blast_step_7,8,107.09,89.44
21EC,qm,3,blast_step_8,9,113.55,95.91
21EC,qm,3,overkill_step,10,122.84,106.64
21EC,qm,3,overkill_step,11,82.44,57.29
21EC,qm,3,activate_star,1,54.52,20.32
21EC,qm,3,blast_step_2,2,63.48,24.41
21EC,qm,3,blast_step_3,3,77.18,29.88
21EC,qm,3,blast_step_4,4,84.73,33.19
21EC,qm,3,blast_step_5,5,82.96,27.07
21EC,qm,3,blast_step_6,6,71.03,17.61
21EC,qm,3,blast_step_7,7,87.37,33.24
21EC,qm,3,blast_step_8,8,92.5,59.33
21EC,qm,3,overkill_step,9,96.37,96.41
21EC,qm,3,activate_star,1,76.47,13.41
21EC,qm,3,blast_step_1,2,55.46,15.3
21EC,qm,3,blast_step_2,3,40.24,50.04
21EC,qm,3,blast_step_3,4,29.64,56.5
21EC,qm,3,blast_step_4,5,57.24,13.77
21EC,qm,3,blast_step_5,6,51.35,22.05
21EC,qm,3,blast_step_6,7,53.8,34.37
21EC,qm,3,blast_step_7,8,70.68,13.16
21EC,qm,3,blast_step_8,9,77.59,9.72
21EC,qm,3,overkill_step,10,70.04,9.82
21EC,qm,3,overkill_step,11,311.05,377.37
21EC,qm,3,activate_star,1,89.71,8.64
21EC,qm,3,blast_step_1,2,116.55,22.04
21EC,qm,3,blast_step_2,3,91.0,13.38
21EC,qm,3,blast_step_3,4,106.1,11.25
21EC,qm,3,blast_step_4,5,112.88,18.38
21EC,qm,3,blast_step_5,6,102.52,18.07
21EC,qm,3,blast_step_6,7,92.89,18.84
21EC,qm,3,blast_step_7,8,97.45,8.82
21EC,qm,3,blast_step_8,9,119.85,36.0
21EC,qm,3,activate_star,1,53.73,10.33
21EC,qm,3,blast_step_2,2,60.25,9.0
21EC,qm,3,blast_step_3,3,77.39,23.58
21EC,qm,3,blast_step_4,4,81.26,32.4
21EC,qm,3,blast_step_5,5,91.16,35.53
21EC,qm,3,blast_step_6,6,101.45,45.9
21EC,qm,3,blast_step_7,7,89.29,31.56
21EC,qm,3,blast_step_8,8,123.99,65.69
21EC,qm,3,overkill_step,9,328.78,270.35
21EC,qm,3,activate_star,1,21.65,9.7
21EC,qm,3,blast_step_2,2,26.49,6.09
21EC,qm,3,blast_step_3,3,31.83,11.86
21EC,qm,3,blast_step_4,4,29.73,26.13
21EC,qm,3,blast_step_5,5,38.06,18.42
21EC,qm,3,blast_step_6,6,33.87,11.85
21EC,qm,3,blast_step_7,7,54.75,46.53
21EC,qm,3,blast_step_8,8,81.16,61.45
21EC,qm,3,overkill_step,9,176.58,196.26
21EC,qm,3,activate_star,1,44.63,11.21
21EC,qm,3,blast_step_1,2,58.38,12.59
21EC,qm,3,blast_step_2,3,52.42,6.23
21EC,qm,3,blast_step_3,4,68.28,23.56
21EC,qm,3,blast_step_4,5,69.55,23.75
21EC,qm,3,blast_step_5,6,67.72,18.88
21EC,qm,3,blast_step_6,7,78.54,35.96
21EC,qm,3,blast_step_7,8,82.88,36.32
21EC,qm,3,blast_step_8,9,114.21,72.05
21EC,qm,3,overkill_step,11,102.55,104.73
21EC,qm,3,activate_star,1,33.12,11.42
21EC,qm,3,blast_step_1,2,32.98,11.5
21EC,qm,3,blast_step_2,3,29.95,6.09
21EC,qm,3,blast_step_3,4,44.37,17.94
21EC,qm,3,blast_step_4,5,13.71,20.83
21EC,qm,3,blast_step_5,6,31.33,9.93
21EC,qm,3,blast_step_6,7,38.72,15.25
21EC,qm,3,blast_step_7,8,43.15,18.24
21EC,qm,3,blast_step_8,9,144.41,119.22
21EC,qm,3,overkill_step,10,219.25,235.04
21EC,qm,3,activate_star,1,82.63,8.4
21EC,qm,3,blast_step_1,2,79.21,19.77
21EC,qm,3,blast_step_2,3,41.12,43.35
21EC,qm,3,blast_step_3,4,115.31,54.21
21EC,qm,3,blast_step_4,5,56.36,24.99
21EC,qm,3,blast_step_5,6,58.56,26.0
21EC,qm,3,blast_step_6,7,74.29,27.0
21EC,qm,3,blast_step_7,8,72.43,13.76
21EC,qm,3,blast_step_8,9,75.26,17.82
21EC,qm,3,overkill_step,10,78.75,24.68
21EC,qm,3,activate_star,1,63.39,9.04
21EC,qm,3,blast_step_2,2,96.69,46.12
21EC,qm,3,blast_step_3,3,77.98,21.92
21EC,qm,3,blast_step_4,4,83.94,27.62
21EC,qm,3,blast_step_5,5,102.78,47.9
21EC,qm,3,blast_step_6,6,114.55,59.38
21EC,qm,3,blast_step_7,7,66.64,17.96
21EC,qm,3,blast_step_8,8,53.99,22.26
21EC,qm,3,activate_star,1,44.74,15.8
21EC,qm,3,blast_step_2,2,40.58,17.02
21EC,qm,3,blast_step_3,3,36.03,20.06
21EC,qm,3,blast_step_4,4,43.38,18.96
21EC,qm,3,blast_step_5,5,66.22,30.82
21EC,qm,3,blast_step_6,6,63.66,34.23
21EC,qm,3,blast_step_7,7,70.56,27.74
21EC,qm,3,blast_step_8,8,79.22,39.13
21EC,qm,3,overkill_step,9,372.32,377.75
21EC,qm,3,activate_star,1,72.89,11.73
21EC,qm,3,blast_step_1,2,74.56,16.05
21EC,qm,3,blast_step_2,3,77.53,25.95
21EC,qm,3,blast_step_3,4,87.19,35.88
21EC,qm,3,blast_step_4,5,54.6,36.71
21EC,qm,3,blast_step_5,6,58.79,40.39
21EC,qm,3,blast_step_6,7,60.2,35.41
21EC,qm,3,blast_step_7,8,60.42,40.87
21EC,qm,3,blast_step_8,9,69.5,36.45
21EC,qm,3,activate_star,1,59.17,18.04
21EC,qm,3,blast_step_1,2,56.83,5.87
21EC,qm,3,blast_step_2,3,67.23,22.11
