A,A_motor,proba_mean,latency_motor,latency_stop_forward,latency_stop_backward,stop_shift,stop_shift2,max_dur,n_onset,n_star,mode,game,subject
0.68,0.88,0.85,1600.0,1600.0,7000.0,1600.0,1600.0,6500.0,1.0,6,qm,1,10AS
0.8,0.98,0.86,390.0,500.0,500.0,-500.0,-500.0,5200.0,4.0,7,qm,1,10AS
0.72,0.87,0.87,-100.0,500.0,500.0,-500.0,-500.0,4500.0,4.0,8,qm,1,10AS
0.63,0.82,0.8,190.0,2300.0,1400.0,-1400.0,2300.0,2600.0,6.0,9,qm,1,10AS
0.7,0.73,0.72,300.0,500.0,500.0,-500.0,-200.0,3800.0,4.0,10,qm,1,10AS
0.65,0.95,0.88,400.0,2400.0,2700.0,2400.0,2400.0,4600.0,3.0,11,qm,1,10AS
0.67,0.77,0.73,1300.0,500.0,500.0,-500.0,-500.0,3900.0,3.0,12,qm,1,10AS
0.68,0.82,0.78,1700.0,500.0,500.0,-500.0,-500.0,5000.0,3.0,13,qm,1,10AS
0.71,0.9,0.8,1400.0,1500.0,2200.0,1500.0,1500.0,4200.0,4.0,14,qm,1,10AS
0.62,0.82,0.77,800.0,1600.0,1500.0,-1500.0,1600.0,5400.0,2.0,15,qm,1,10AS
0.74,0.93,0.85,1400.0,500.0,500.0,-500.0,-500.0,5800.0,1.0,16,qm,1,10AS
0.68,0.8,0.77,-500.0,500.0,500.0,-500.0,-500.0,4600.0,2.0,17,qm,1,10AS
0.68,0.86,0.84,2590.0,2000.0,6000.0,2000.0,2000.0,3500.0,2.0,18,qm,1,10AS
0.84,0.97,0.91,800.0,500.0,500.0,-500.0,0.0,6600.0,2.0,19,qm,1,10AS
0.76,1.0,0.9,-500.0,1900.0,600.0,-600.0,-500.0,7000.0,1.0,0,qm,2,10AS
0.66,0.96,0.89,-100.0,2700.0,6300.0,2700.0,2700.0,5900.0,3.0,1,qm,2,10AS
0.9,0.94,0.8,-500.0,500.0,0.0,0.0,300.0,6500.0,1.0,2,qm,2,10AS
0.6,0.77,0.74,1800.0,2300.0,3800.0,2300.0,2300.0,3200.0,2.0,3,qm,2,10AS
0.69,0.87,0.82,0.0,2300.0,4700.0,2300.0,2300.0,4100.0,3.0,4,qm,2,10AS
0.56,0.94,0.92,-100.0,700.0,700.0,-700.0,-400.0,5100.0,4.0,5,qm,2,10AS
0.55,0.88,0.83,1500.0,0.0,6200.0,0.0,-1000.0,5700.0,2.0,6,qm,2,10AS
0.75,0.98,0.96,90.0,2700.0,0.0,0.0,2700.0,6900.0,2.0,7,qm,2,10AS
0.88,0.97,0.88,-100.0,1200.0,0.0,0.0,1200.0,8000.0,1.0,8,qm,2,10AS
0.68,0.78,0.7,1500.0,500.0,500.0,-500.0,-500.0,3800.0,5.0,9,qm,2,10AS
0.84,0.93,0.85,700.0,500.0,500.0,-500.0,-400.0,5800.0,2.0,10,qm,2,10AS
0.84,0.98,0.91,500.0,1300.0,0.0,0.0,1300.0,6900.0,2.0,11,qm,2,10AS
0.79,0.95,0.89,-100.0,1500.0,600.0,-600.0,-500.0,5100.0,3.0,12,qm,2,10AS
0.55,0.88,0.86,2490.0,0.0,6100.0,0.0,-1000.0,2900.0,3.0,13,qm,2,10AS
0.72,0.95,0.88,100.0,900.0,7200.0,900.0,900.0,6700.0,2.0,14,qm,2,10AS
0.79,0.88,0.84,1190.0,800.0,700.0,-700.0,-500.0,5100.0,5.0,15,qm,2,10AS
0.67,0.92,0.87,-500.0,1200.0,6000.0,1200.0,1200.0,5500.0,1.0,16,qm,2,10AS
0.56,0.83,0.75,1300.0,3700.0,5200.0,3700.0,3700.0,3600.0,5.0,17,qm,2,10AS
0.72,0.82,0.74,3090.0,500.0,500.0,-500.0,-100.0,2800.0,4.0,18,qm,2,10AS
0.73,0.83,0.82,100.0,500.0,500.0,-500.0,-500.0,5200.0,2.0,19,qm,2,10AS
0.84,0.95,0.89,100.0,1200.0,0.0,0.0,1200.0,7800.0,1.0,0,qm,3,10AS
0.8,0.94,0.88,90.0,700.0,600.0,-600.0,-200.0,5600.0,4.0,1,qm,3,10AS
0.8,0.96,0.92,-100.0,1600.0,0.0,0.0,1600.0,5400.0,3.0,2,qm,3,10AS
0.81,0.96,0.91,390.0,500.0,6100.0,500.0,300.0,5600.0,2.0,3,qm,3,10AS
0.72,0.94,0.87,-500.0,1500.0,6200.0,1500.0,1500.0,5700.0,1.0,4,qm,3,10AS
0.68,0.92,0.87,-500.0,3400.0,500.0,-500.0,-300.0,5700.0,4.0,5,qm,3,10AS
0.91,0.97,0.84,-100.0,600.0,7200.0,600.0,600.0,6600.0,3.0,6,qm,3,10AS
0.72,0.93,0.81,1400.0,1300.0,7200.0,1300.0,1300.0,6700.0,2.0,7,qm,3,10AS
0.68,0.87,0.79,1800.0,1200.0,500.0,-500.0,-500.0,5800.0,1.0,8,qm,3,10AS
0.73,0.9,0.84,2090.0,1200.0,1900.0,1200.0,300.0,4100.0,3.0,9,qm,3,10AS
0.92,0.92,0.86,200.0,500.0,1700.0,500.0,400.0,6200.0,3.0,10,qm,3,10AS
0.76,0.87,0.78,700.0,500.0,500.0,-500.0,-500.0,5800.0,1.0,11,qm,3,10AS
0.85,0.88,0.86,90.0,700.0,1300.0,700.0,700.0,5500.0,3.0,12,qm,3,10AS
0.76,0.97,0.88,1100.0,1400.0,7500.0,1400.0,1400.0,6600.0,2.0,13,qm,3,10AS
0.8,0.98,0.91,1000.0,700.0,7600.0,700.0,700.0,7100.0,1.0,14,qm,3,10AS
0.71,0.84,0.79,-100.0,900.0,500.0,-500.0,-500.0,2600.0,5.0,15,qm,3,10AS
0.77,0.94,0.83,2490.0,900.0,1200.0,900.0,900.0,4600.0,2.0,16,qm,3,10AS
0.8,0.95,0.9,0.0,500.0,500.0,-500.0,-500.0,6100.0,2.0,17,qm,3,10AS
0.63,0.72,0.64,1690.0,1200.0,500.0,-500.0,-500.0,2400.0,4.0,18,qm,3,10AS
0.77,0.83,0.76,0.0,500.0,4000.0,500.0,100.0,3500.0,3.0,19,qm,3,10AS
0.7,0.88,0.87,-200.0,1900.0,6200.0,1900.0,1900.0,3700.0,4.0,0,im,1,11AK
0.74,0.9,0.86,-500.0,1500.0,6900.0,1500.0,1500.0,4700.0,2.0,1,im,1,11AK
0.82,0.93,0.84,500.0,900.0,500.0,-500.0,-500.0,3500.0,5.0,2,im,1,11AK
0.59,0.67,0.66,2900.0,1500.0,5700.0,1500.0,1500.0,5200.0,1.0,3,im,1,11AK
0.78,0.92,0.84,1600.0,1100.0,7000.0,1100.0,1100.0,6400.0,1.0,4,im,1,11AK
0.53,0.66,0.63,3790.0,1300.0,800.0,-800.0,-500.0,3000.0,3.0,5,im,1,11AK
0.73,0.87,0.78,1600.0,500.0,500.0,-500.0,-200.0,4300.0,4.0,6,im,1,11AK
0.61,0.76,0.72,-400.0,1500.0,2000.0,1500.0,1500.0,2700.0,4.0,7,im,1,11AK
0.62,0.66,0.6,-500.0,1000.0,3200.0,1000.0,1000.0,2700.0,2.0,8,im,1,11AK
0.68,0.75,0.72,2400.0,500.0,500.0,-500.0,-200.0,3900.0,3.0,9,im,1,11AK
0.69,0.82,0.77,1700.0,500.0,500.0,-500.0,-400.0,3000.0,4.0,10,im,1,11AK
0.55,0.5,0.52,3490.0,500.0,2400.0,500.0,500.0,1600.0,6.0,11,im,1,11AK
0.74,0.88,0.81,1400.0,500.0,500.0,-500.0,-300.0,4300.0,2.0,12,im,1,11AK
0.71,0.77,0.74,400.0,500.0,500.0,-500.0,-500.0,5500.0,2.0,13,im,1,11AK
0.64,0.72,0.63,2790.0,500.0,500.0,-500.0,-200.0,2700.0,6.0,14,im,1,11AK
0.56,0.55,0.51,1700.0,500.0,2700.0,500.0,200.0,2000.0,5.0,15,im,1,11AK
0.61,0.65,0.61,400.0,500.0,500.0,-500.0,-100.0,3700.0,5.0,16,im,1,11AK
0.57,0.66,0.64,-500.0,800.0,900.0,800.0,-500.0,2900.0,3.0,17,im,1,11AK
0.74,0.78,0.73,1100.0,1000.0,1500.0,1000.0,1000.0,4000.0,4.0,18,im,1,11AK
0.56,0.6,0.58,-500.0,800.0,3400.0,800.0,800.0,2800.0,2.0,19,im,1,11AK
0.89,1.0,0.92,-500.0,500.0,500.0,-500.0,-100.0,5700.0,3.0,0,im,2,11AK
0.81,0.94,0.82,0.0,1300.0,7000.0,1300.0,1300.0,6600.0,2.0,1,im,2,11AK
0.8,0.88,0.76,1400.0,500.0,7200.0,500.0,100.0,6500.0,1.0,2,im,2,11AK
0.76,0.88,0.78,900.0,500.0,500.0,-500.0,-500.0,2500.0,4.0,3,im,2,11AK
0.56,0.62,0.59,-100.0,1700.0,1500.0,-1500.0,1700.0,1800.0,7.0,4,im,2,11AK
0.77,0.8,0.72,600.0,700.0,3400.0,700.0,700.0,2900.0,6.0,5,im,2,11AK
0.66,0.84,0.77,-500.0,500.0,500.0,-500.0,-500.0,4300.0,1.0,6,im,2,11AK
0.83,0.85,0.69,400.0,500.0,500.0,-500.0,-200.0,3200.0,5.0,7,im,2,11AK
0.72,0.77,0.68,200.0,500.0,500.0,-500.0,-500.0,4300.0,2.0,8,im,2,11AK
0.83,0.83,0.72,200.0,500.0,1500.0,500.0,400.0,3500.0,5.0,9,im,2,11AK
0.74,0.68,0.71,300.0,500.0,1800.0,500.0,500.0,3800.0,4.0,10,im,2,11AK
0.67,0.72,0.65,1800.0,500.0,1100.0,500.0,200.0,3500.0,5.0,11,im,2,11AK
0.82,0.92,0.77,1590.0,500.0,500.0,-500.0,-200.0,3700.0,4.0,12,im,2,11AK
0.76,0.8,0.75,500.0,500.0,600.0,500.0,-500.0,3700.0,4.0,13,im,2,11AK
0.63,0.58,0.55,0.0,500.0,500.0,-500.0,-200.0,3100.0,5.0,14,im,2,11AK
0.77,0.85,0.76,-500.0,500.0,500.0,-500.0,-500.0,3000.0,6.0,15,im,2,11AK
0.71,0.76,0.67,1690.0,500.0,1600.0,500.0,100.0,3400.0,3.0,16,im,2,11AK
0.67,0.68,0.62,600.0,500.0,1300.0,500.0,100.0,3000.0,6.0,17,im,2,11AK
0.63,0.6,0.57,0.0,1000.0,3200.0,1000.0,1000.0,2600.0,5.0,18,im,2,11AK
0.75,0.83,0.77,-500.0,800.0,500.0,-500.0,-400.0,4800.0,3.0,19,im,2,11AK
0.69,0.86,0.76,290.0,1900.0,2300.0,1900.0,1900.0,3800.0,4.0,0,im,3,11AK
0.79,0.77,0.71,100.0,500.0,2400.0,500.0,500.0,3100.0,4.0,1,im,3,11AK
0.58,0.55,0.57,1500.0,900.0,2300.0,900.0,900.0,2500.0,4.0,2,im,3,11AK
0.62,0.7,0.63,0.0,900.0,600.0,-600.0,-500.0,2000.0,6.0,3,im,3,11AK
0.78,0.78,0.74,-500.0,900.0,500.0,-500.0,0.0,3700.0,3.0,4,im,3,11AK
0.85,0.88,0.84,1590.0,600.0,5700.0,600.0,600.0,5200.0,2.0,5,im,3,11AK
0.77,0.75,0.68,1000.0,500.0,3600.0,500.0,200.0,3000.0,4.0,6,im,3,11AK
0.62,0.68,0.63,1900.0,500.0,1000.0,500.0,-500.0,2100.0,6.0,7,im,3,11AK
0.67,0.7,0.64,-500.0,500.0,500.0,-500.0,-500.0,1900.0,6.0,8,im,3,11AK
0.6,0.55,0.53,400.0,500.0,1500.0,500.0,300.0,2400.0,6.0,9,im,3,11AK
0.7,0.74,0.74,2190.0,800.0,1700.0,800.0,800.0,2700.0,3.0,10,im,3,11AK
0.66,0.63,0.64,300.0,500.0,1000.0,500.0,-500.0,2900.0,6.0,11,im,3,11AK
0.71,0.66,0.68,190.0,500.0,2000.0,500.0,300.0,2300.0,7.0,12,im,3,11AK
0.76,0.72,0.66,-100.0,500.0,5000.0,500.0,200.0,4600.0,4.0,13,im,3,11AK
0.65,0.73,0.7,1100.0,1600.0,2300.0,1600.0,1600.0,3900.0,2.0,14,im,3,11AK
0.68,0.75,0.68,1700.0,500.0,500.0,-500.0,-400.0,2100.0,5.0,15,im,3,11AK
0.63,0.77,0.63,2300.0,500.0,500.0,-500.0,-500.0,2400.0,3.0,16,im,3,11AK
0.52,0.52,0.53,2700.0,900.0,3500.0,900.0,900.0,3000.0,4.0,17,im,3,11AK
0.6,0.8,0.78,800.0,2400.0,700.0,-700.0,-500.0,3100.0,6.0,18,im,3,11AK
0.58,0.58,0.59,1000.0,800.0,900.0,800.0,-500.0,2500.0,6.0,19,im,3,11AK
0.87,0.94,0.83,1590.0,700.0,6200.0,700.0,700.0,5700.0,3.0,0,qm,1,11AK
0.67,0.86,0.77,-200.0,2100.0,5900.0,2100.0,2100.0,5400.0,3.0,1,qm,1,11AK
0.8,0.98,0.83,1590.0,1700.0,7000.0,1700.0,1700.0,6500.0,1.0,2,qm,1,11AK
0.58,0.7,0.7,100.0,1500.0,3100.0,1500.0,1500.0,3500.0,8.0,3,qm,1,11AK
0.72,0.92,0.82,-400.0,2600.0,500.0,-500.0,-500.0,5300.0,3.0,4,qm,1,11AK
0.74,0.94,0.83,90.0,1000.0,1100.0,1000.0,1000.0,4700.0,2.0,5,qm,1,11AK
0.68,0.76,0.66,390.0,500.0,500.0,-500.0,-500.0,2300.0,7.0,6,qm,1,11AK
0.67,0.72,0.63,500.0,500.0,500.0,-500.0,-500.0,1900.0,7.0,7,qm,1,11AK
0.75,0.66,0.6,1090.0,500.0,1300.0,500.0,200.0,1600.0,6.0,8,qm,1,11AK
0.69,0.68,0.6,800.0,600.0,1800.0,600.0,600.0,3300.0,5.0,9,qm,1,11AK
0.8,0.93,0.82,400.0,500.0,500.0,-500.0,-500.0,5700.0,3.0,10,qm,1,11AK
0.71,0.78,0.72,-500.0,600.0,2200.0,600.0,600.0,3100.0,6.0,11,qm,1,11AK
0.61,0.68,0.63,-100.0,2800.0,1100.0,-1100.0,2800.0,3200.0,7.0,12,qm,1,11AK
0.7,0.7,0.65,1790.0,500.0,500.0,-500.0,0.0,1700.0,4.0,13,qm,1,11AK
0.7,0.78,0.71,100.0,700.0,2300.0,700.0,700.0,2500.0,5.0,14,qm,1,11AK
0.79,0.85,0.77,1100.0,500.0,5200.0,500.0,500.0,4700.0,3.0,15,qm,1,11AK
0.7,0.72,0.66,0.0,500.0,3500.0,500.0,100.0,3000.0,4.0,16,qm,1,11AK
0.68,0.72,0.69,500.0,500.0,500.0,-500.0,-300.0,3400.0,8.0,17,qm,1,11AK
0.64,0.73,0.73,-100.0,500.0,500.0,-500.0,-500.0,4300.0,5.0,18,qm,1,11AK
0.59,0.77,0.73,-100.0,1100.0,500.0,-500.0,-500.0,3700.0,6.0,19,qm,1,11AK
0.28,0.27,0.28,1600.0,500.0,500.0,-500.0,-500.0,700.0,4.0,0,qm,2,11AK
0.55,0.53,0.46,1500.0,800.0,2200.0,800.0,800.0,1800.0,4.0,1,qm,2,11AK
0.3,0.34,0.37,2490.0,500.0,500.0,-500.0,-500.0,600.0,4.0,2,qm,2,11AK
0.74,0.84,0.68,2590.0,500.0,500.0,-500.0,0.0,3900.0,3.0,3,qm,2,11AK
0.84,0.92,0.79,-500.0,500.0,7700.0,500.0,300.0,6200.0,2.0,4,qm,2,11AK
0.61,0.74,0.65,2490.0,1700.0,1400.0,-1400.0,1700.0,2400.0,3.0,5,qm,2,11AK
0.76,0.9,0.78,500.0,500.0,500.0,-500.0,-500.0,5100.0,3.0,6,qm,2,11AK
0.65,0.67,0.61,-100.0,1000.0,4100.0,1000.0,200.0,3900.0,4.0,7,qm,2,11AK
0.6,0.6,0.59,3490.0,500.0,3700.0,500.0,500.0,3200.0,3.0,8,qm,2,11AK
0.83,0.95,0.81,1000.0,500.0,500.0,-500.0,-200.0,3700.0,3.0,9,qm,2,11AK
0.76,0.82,0.76,1700.0,600.0,2400.0,600.0,600.0,3700.0,4.0,10,qm,2,11AK
0.7,0.9,0.85,2590.0,1300.0,6000.0,1300.0,1300.0,5600.0,1.0,11,qm,2,11AK
0.62,0.74,0.65,2590.0,600.0,2700.0,600.0,600.0,2700.0,4.0,12,qm,2,11AK
0.7,0.77,0.73,1300.0,500.0,4300.0,500.0,200.0,2900.0,3.0,13,qm,2,11AK
0.74,0.75,0.66,1200.0,500.0,1900.0,500.0,500.0,2900.0,5.0,14,qm,2,11AK
0.59,0.72,0.67,2990.0,1000.0,1100.0,1000.0,1000.0,3600.0,4.0,15,qm,2,11AK
0.69,0.78,0.71,1800.0,1000.0,500.0,-500.0,-400.0,3100.0,5.0,16,qm,2,11AK
0.67,0.77,0.69,500.0,500.0,500.0,-500.0,-500.0,2800.0,5.0,17,qm,2,11AK
0.52,0.57,0.51,1900.0,500.0,1300.0,500.0,300.0,3200.0,3.0,18,qm,2,11AK
0.71,0.76,0.68,2290.0,700.0,500.0,-500.0,-100.0,2500.0,5.0,19,qm,2,11AK
0.85,0.9,0.87,1090.0,600.0,0.0,0.0,600.0,3900.0,3.0,0,qm,3,11AK
0.83,0.96,0.86,1190.0,1100.0,6500.0,1100.0,1100.0,3700.0,3.0,1,qm,3,11AK
0.91,0.98,0.93,400.0,500.0,7600.0,500.0,400.0,7100.0,2.0,2,qm,3,11AK
0.83,0.97,0.87,-500.0,500.0,500.0,-500.0,-300.0,5800.0,3.0,3,qm,3,11AK
0.8,0.9,0.86,1600.0,500.0,7000.0,500.0,100.0,6400.0,1.0,4,qm,3,11AK
0.78,0.9,0.85,0.0,500.0,6800.0,500.0,300.0,6300.0,1.0,5,qm,3,11AK
0.62,0.77,0.72,1800.0,2100.0,2100.0,-2100.0,2100.0,3900.0,5.0,6,qm,3,11AK
0.9,0.98,0.93,1690.0,500.0,6900.0,500.0,200.0,6300.0,1.0,7,qm,3,11AK
0.7,0.94,0.84,1190.0,2000.0,7000.0,2000.0,2000.0,6400.0,3.0,8,qm,3,11AK
0.78,0.87,0.83,-500.0,700.0,4200.0,700.0,700.0,4700.0,3.0,9,qm,3,11AK
0.9,0.98,0.92,290.0,500.0,6700.0,500.0,100.0,6200.0,3.0,10,qm,3,11AK
0.76,0.87,0.82,2000.0,500.0,1000.0,500.0,-500.0,5300.0,3.0,11,qm,3,11AK
0.77,0.87,0.84,-500.0,1200.0,500.0,-500.0,-200.0,5200.0,3.0,12,qm,3,11AK
0.55,0.75,0.7,1600.0,1000.0,500.0,-500.0,-500.0,4300.0,3.0,13,qm,3,11AK
0.73,0.88,0.84,2590.0,800.0,6000.0,800.0,800.0,4200.0,2.0,14,qm,3,11AK
0.66,0.75,0.64,1100.0,500.0,500.0,-500.0,-500.0,2400.0,8.0,15,qm,3,11AK
0.74,0.78,0.73,1000.0,500.0,1700.0,500.0,500.0,3800.0,5.0,16,qm,3,11AK
0.87,0.9,0.77,500.0,500.0,500.0,-500.0,-100.0,7000.0,3.0,17,qm,3,11AK
0.66,0.78,0.74,1500.0,500.0,600.0,500.0,-500.0,2900.0,5.0,18,qm,3,11AK
0.66,0.73,0.65,2200.0,700.0,1300.0,700.0,700.0,3500.0,5.0,19,qm,3,11AK
0.66,0.7,0.62,-500.0,500.0,500.0,-500.0,-500.0,2600.0,5.0,0,im,1,13AU
0.69,0.72,0.61,2000.0,500.0,1100.0,500.0,200.0,2300.0,3.0,1,im,1,13AU
0.72,0.63,0.58,300.0,500.0,2800.0,500.0,100.0,2000.0,9.0,2,im,1,13AU
0.58,0.8,0.72,1300.0,1500.0,500.0,-500.0,-500.0,3900.0,2.0,3,im,1,13AU
0.47,0.48,0.47,1500.0,500.0,500.0,-500.0,-400.0,2000.0,3.0,4,im,1,13AU
0.51,0.57,0.56,1100.0,1000.0,500.0,-500.0,-500.0,2300.0,6.0,5,im,1,13AU
0.5,0.52,0.45,0.0,500.0,500.0,-500.0,-500.0,2000.0,4.0,6,im,1,13AU
0.55,0.62,0.53,2090.0,500.0,500.0,-500.0,-500.0,1800.0,4.0,7,im,1,13AU
0.47,0.54,0.63,-400.0,600.0,3800.0,600.0,600.0,3800.0,6.0,8,im,1,13AU
0.69,0.8,0.72,1300.0,500.0,500.0,-500.0,-300.0,3500.0,3.0,9,im,1,13AU
0.6,0.84,0.73,1790.0,1200.0,5400.0,1200.0,1200.0,4500.0,4.0,10,im,1,13AU
0.62,0.73,0.67,-200.0,1100.0,5700.0,1100.0,1100.0,2800.0,5.0,11,im,1,13AU
0.56,0.7,0.63,-500.0,500.0,500.0,-500.0,-400.0,2800.0,4.0,12,im,1,13AU
0.46,0.52,0.52,2490.0,500.0,500.0,-500.0,-500.0,1600.0,5.0,13,im,1,13AU
0.48,0.58,0.55,1200.0,2200.0,600.0,-600.0,-500.0,1900.0,3.0,14,im,1,13AU
0.5,0.55,0.48,1800.0,1000.0,600.0,-600.0,-500.0,2000.0,6.0,15,im,1,13AU
0.53,0.58,0.58,-200.0,500.0,500.0,-500.0,-500.0,2700.0,4.0,16,im,1,13AU
0.46,0.46,0.48,2390.0,500.0,500.0,-500.0,-500.0,1600.0,6.0,17,im,1,13AU
0.51,0.54,0.52,1090.0,500.0,500.0,-500.0,-500.0,2200.0,6.0,18,im,1,13AU
0.81,0.9,0.82,1090.0,500.0,500.0,-500.0,-500.0,3700.0,2.0,19,im,1,13AU
0.76,0.92,0.82,1790.0,500.0,500.0,-500.0,-500.0,2400.0,3.0,0,im,2,13AU
0.74,0.94,0.84,2290.0,1300.0,6300.0,1300.0,1300.0,5900.0,1.0,1,im,2,13AU
0.61,0.58,0.52,700.0,500.0,500.0,-500.0,-400.0,2900.0,5.0,2,im,2,13AU
0.71,0.83,0.75,-500.0,500.0,500.0,-500.0,-500.0,4900.0,2.0,3,im,2,13AU
0.49,0.55,0.55,1100.0,1300.0,2400.0,1300.0,1300.0,2400.0,3.0,4,im,2,13AU
0.55,0.63,0.59,1500.0,2000.0,1900.0,-1900.0,2000.0,3600.0,3.0,5,im,2,13AU
0.57,0.66,0.63,-100.0,500.0,500.0,-500.0,-500.0,2700.0,5.0,6,im,2,13AU
0.6,0.6,0.57,400.0,1000.0,1300.0,1000.0,1000.0,2400.0,6.0,7,im,2,13AU
0.55,0.76,0.68,1790.0,500.0,500.0,-500.0,-100.0,3700.0,6.0,8,im,2,13AU
0.42,0.4,0.47,3690.0,500.0,500.0,-500.0,-500.0,1000.0,8.0,9,im,2,13AU
0.81,0.92,0.8,1590.0,500.0,7000.0,500.0,100.0,5100.0,2.0,10,im,2,13AU
0.63,0.63,0.62,-500.0,500.0,500.0,-500.0,-300.0,2800.0,6.0,11,im,2,13AU
0.54,0.6,0.56,1000.0,500.0,500.0,-500.0,-500.0,2700.0,2.0,12,im,2,13AU
0.56,0.6,0.53,600.0,900.0,700.0,-700.0,-500.0,1600.0,7.0,13,im,2,13AU
0.54,0.57,0.51,1400.0,500.0,500.0,-500.0,-500.0,2300.0,2.0,14,im,2,13AU
0.65,0.54,0.52,1090.0,500.0,2600.0,500.0,100.0,2500.0,6.0,15,im,2,13AU
0.57,0.62,0.55,100.0,500.0,500.0,-500.0,-300.0,1700.0,4.0,16,im,2,13AU
0.59,0.57,0.53,500.0,500.0,500.0,-500.0,-500.0,3300.0,3.0,17,im,2,13AU
0.71,0.8,0.67,1090.0,500.0,500.0,-500.0,-500.0,2800.0,4.0,18,im,2,13AU
0.89,0.98,0.82,1190.0,500.0,500.0,-500.0,-200.0,6000.0,2.0,0,im,3,13AU
0.78,0.88,0.75,100.0,500.0,500.0,-500.0,-500.0,5900.0,3.0,1,im,3,13AU
0.72,0.75,0.66,-500.0,600.0,1800.0,600.0,600.0,2400.0,5.0,2,im,3,13AU
0.57,0.54,0.54,1990.0,500.0,1100.0,500.0,500.0,2700.0,4.0,3,im,3,13AU
0.73,0.83,0.69,1100.0,500.0,500.0,-500.0,-200.0,3400.0,5.0,4,im,3,13AU
0.54,0.56,0.55,1090.0,500.0,500.0,-500.0,-500.0,2700.0,3.0,5,im,3,13AU
0.67,0.73,0.65,-500.0,500.0,600.0,500.0,-500.0,3800.0,5.0,6,im,3,13AU
0.71,0.73,0.64,900.0,500.0,600.0,500.0,-200.0,2700.0,7.0,7,im,3,13AU
0.71,0.72,0.65,3390.0,600.0,5200.0,600.0,600.0,4700.0,2.0,8,im,3,13AU
0.52,0.48,0.46,-500.0,600.0,1600.0,600.0,200.0,1900.0,10.0,9,im,3,13AU
0.5,0.55,0.56,-400.0,900.0,700.0,-700.0,-500.0,1800.0,5.0,10,im,3,13AU
0.42,0.47,0.48,500.0,500.0,500.0,-500.0,-500.0,2300.0,6.0,11,im,3,13AU
0.64,0.77,0.64,400.0,600.0,500.0,-500.0,-500.0,2500.0,7.0,12,im,3,13AU
0.46,0.37,0.4,600.0,1300.0,1500.0,1300.0,1300.0,1500.0,5.0,13,im,3,13AU
0.84,0.92,0.77,-100.0,500.0,0.0,0.0,300.0,8000.0,1.0,14,im,3,13AU
0.64,0.74,0.65,0.0,500.0,500.0,-500.0,-500.0,2700.0,6.0,15,im,3,13AU
0.68,0.9,0.78,2290.0,800.0,800.0,-800.0,-500.0,3500.0,5.0,16,im,3,13AU
0.82,0.98,0.79,-500.0,1300.0,7900.0,1300.0,1300.0,7300.0,1.0,17,im,3,13AU
0.47,0.37,0.41,500.0,1900.0,1600.0,-1600.0,1900.0,1100.0,5.0,18,im,3,13AU
0.76,0.82,0.67,1100.0,500.0,2500.0,500.0,500.0,3500.0,4.0,19,im,3,13AU
0.56,0.66,0.63,2390.0,900.0,500.0,-500.0,-500.0,1700.0,5.0,0,qm,1,13AU
0.41,0.4,0.39,300.0,500.0,500.0,-500.0,-500.0,1100.0,6.0,1,qm,1,13AU
0.44,0.46,0.48,1290.0,500.0,500.0,-500.0,-500.0,800.0,9.0,2,qm,1,13AU
0.48,0.42,0.45,600.0,500.0,500.0,-500.0,-500.0,1700.0,4.0,3,qm,1,13AU
0.32,0.28,0.35,390.0,1400.0,500.0,-500.0,-500.0,1000.0,5.0,4,qm,1,13AU
0.55,0.5,0.5,1090.0,500.0,1300.0,500.0,200.0,1700.0,8.0,5,qm,1,13AU
0.59,0.62,0.58,-300.0,1000.0,700.0,-700.0,-500.0,1800.0,8.0,6,qm,1,13AU
0.49,0.47,0.43,900.0,600.0,900.0,600.0,-500.0,1600.0,8.0,7,qm,1,13AU
0.52,0.57,0.52,1000.0,500.0,500.0,-500.0,-500.0,1900.0,3.0,8,qm,1,13AU
0.66,0.6,0.53,0.0,500.0,500.0,-500.0,-400.0,2500.0,7.0,9,qm,1,13AU
0.49,0.53,0.49,1400.0,500.0,500.0,-500.0,-500.0,1500.0,7.0,10,qm,1,13AU
0.51,0.5,0.45,500.0,500.0,500.0,-500.0,-500.0,1900.0,4.0,11,qm,1,13AU
0.51,0.5,0.49,1090.0,500.0,500.0,-500.0,-400.0,1700.0,4.0,12,qm,1,13AU
0.54,0.55,0.51,600.0,500.0,500.0,-500.0,-500.0,2600.0,5.0,13,qm,1,13AU
0.52,0.64,0.58,-500.0,500.0,500.0,-500.0,-500.0,1500.0,4.0,14,qm,1,13AU
0.62,0.58,0.53,-500.0,500.0,500.0,-500.0,0.0,3100.0,6.0,15,qm,1,13AU
0.47,0.47,0.47,100.0,500.0,500.0,-500.0,-200.0,1200.0,5.0,16,qm,1,13AU
0.32,0.33,0.39,3200.0,600.0,500.0,-500.0,-500.0,1100.0,3.0,17,qm,1,13AU
0.28,0.22,0.27,5490.0,500.0,500.0,-500.0,-500.0,600.0,3.0,18,qm,1,13AU
0.53,0.53,0.52,800.0,1800.0,1700.0,-1700.0,1800.0,2000.0,5.0,19,qm,1,13AU
0.37,0.28,0.3,-200.0,500.0,900.0,500.0,-500.0,900.0,6.0,0,qm,2,13AU
0.54,0.56,0.51,290.0,500.0,500.0,-500.0,-400.0,1700.0,6.0,1,qm,2,13AU
0.51,0.44,0.46,290.0,500.0,500.0,-500.0,-300.0,1100.0,7.0,2,qm,2,13AU
