index,event,timestamp,pos_x,pos_y,res_timestamp,decision,earned_points,total_points,game_timestamp,condition,n_game,subject,filename,n_star,step,n,deviation,gaze_pos_x,gaze_pos_y
28416,blast_step_2,176622,666,244,84521591,failure,-15,1951,395066,im,3,20EC,im_log_game_3,3,blast_step_1,17,,,
28417,blast_step_3,177623,666,244,84522590,success,10,1961,396067,im,3,20EC,im_log_game_3,3,blast_step_2,17,38.91,675.3,277.65
28418,blast_step_4,178624,666,244,84523590,failure,-24,1937,397068,im,3,20EC,im_log_game_3,3,blast_step_3,17,42.68,677.1,285.7
28419,blast_step_5,179625,666,244,84524590,failure,-27,1910,398069,im,3,20EC,im_log_game_3,3,blast_step_4,17,,,
28420,blast_step_6,180626,666,244,84525590,failure,-15,1895,399070,im,3,20EC,im_log_game_3,3,blast_step_5,17,59.13,717.5,255.5
28421,blast_step_7,181626,666,244,84526590,success,60,1955,400070,im,3,20EC,im_log_game_3,3,blast_step_6,17,36.68,694.65,222.15
28422,blast_step_8,182627,666,244,84527590,success,65,2020,401071,im,3,20EC,im_log_game_3,3,blast_step_7,17,49.35,696.6,206.7
28423,overkill_step,183631,666,244,84528590,no_overkill,0,2020,402075,im,3,20EC,im_log_game_3,3,overkill_step_8,17,,,
28433,activate_star,206812,1271,252,84551790,-,0,2020,425256,im,3,20EC,im_log_game_3,17,activation,18,,,
28434,blast_step_1,207821,1271,252,84552790,success,5,2025,426265,im,3,20EC,im_log_game_3,17,blast_step_1,18,11.85,1276.9,252.7
28435,blast_step_2,208822,1271,252,84553790,failure,-6,2019,427266,im,3,20EC,im_log_game_3,17,blast_step_2,18,9.54,1274.5,258.1
28436,blast_step_3,209824,1271,252,84554790,failure,-12,2007,428268,im,3,20EC,im_log_game_3,17,blast_step_3,18,,,
28437,blast_step_4,210828,1271,252,84555790,failure,-27,1980,429272,im,3,20EC,im_log_game_3,17,blast_step_4,18,33.94,1301.4,232.1
28438,blast_step_5,211828,1271,252,84556790,success,40,2020,430272,im,3,20EC,im_log_game_3,17,blast_step_5,18,32.08,1277.15,273.15
28439,blast_step_6,212832,1271,252,84557790,success,50,2070,431276,im,3,20EC,im_log_game_3,17,blast_step_6,18,17.15,1275.8,268.2
28440,blast_step_7,213834,1271,252,84558790,success,50,2120,432278,im,3,20EC,im_log_game_3,17,blast_step_7,18,29.47,1268.9,281.2
28441,blast_step_8,214838,1271,252,84559790,success,55,2175,433282,im,3,20EC,im_log_game_3,17,blast_step_8,18,,,
28442,overkill_step,215840,1271,252,84560790,no_overkill,0,2175,434284,im,3,20EC,im_log_game_3,17,overkill_step_9,18,19.81,1278.0,270.2
28448,activate_star,223695,1321,778,84568670,-,0,2175,442139,im,3,20EC,im_log_game_3,19,activation,19,37.9,1321.1,812.0
28450,blast_step_2,224702,1321,778,84569670,failure,-12,2163,443146,im,3,20EC,im_log_game_3,19,blast_step_1,19,34.54,1331.1,809.3
28451,blast_step_3,225705,1321,778,84570670,failure,-12,2151,444149,im,3,20EC,im_log_game_3,19,blast_step_2,19,41.1,1354.7,803.7
28452,blast_step_4,226707,1321,778,84571670,failure,-18,2133,445151,im,3,20EC,im_log_game_3,19,blast_step_3,19,46.96,1364.0,773.8
28453,blast_step_5,227707,1321,778,84572670,failure,-18,2115,446151,im,3,20EC,im_log_game_3,19,blast_step_4,19,,,
28454,blast_step_6,228708,1321,778,84573670,success,35,2150,447152,im,3,20EC,im_log_game_3,19,blast_step_5,19,71.05,1391.2,787.2
28455,blast_step_7,229709,1321,778,84574670,failure,-30,2120,448153,im,3,20EC,im_log_game_3,19,blast_step_6,19,79.6,1400.3,784.8
28456,blast_step_8,230709,1321,778,84575670,failure,-21,2099,449153,im,3,20EC,im_log_game_3,19,blast_step_7,19,49.21,1368.0,767.3
28457,overkill_step,231711,1321,778,84576670,overkill,-36,2063,450155,im,3,20EC,im_log_game_3,19,overkill_step_8,19,,,
28458,overkill_step,232711,1321,778,84577671,no_overkill,0,2063,451155,im,3,20EC,im_log_game_3,19,overkill_step_9,19,92.01,1332.65,698.75
28472,activate_star,263095,1175,924,84608070,-,0,2063,481539,im,3,20EC,im_log_game_3,14,activation,20,,,
28474,blast_step_2,264102,1175,924,84609070,failure,-15,2048,482546,im,3,20EC,im_log_game_3,14,blast_step_1,20,42.47,1176.1,965.0
28475,blast_step_3,265105,1175,924,84610070,success,15,2063,483549,im,3,20EC,im_log_game_3,14,blast_step_2,20,41.6,1187.9,961.6
28476,blast_step_4,266108,1175,924,84611070,success,45,2108,484552,im,3,20EC,im_log_game_3,14,blast_step_3,20,48.87,1203.6,966.8
28477,blast_step_5,267111,1175,924,84612070,success,50,2158,485555,im,3,20EC,im_log_game_3,14,blast_step_4,20,35.1,1183.8,957.7
28478,blast_step_6,268111,1175,924,84613070,success,45,2203,486555,im,3,20EC,im_log_game_3,14,blast_step_5,20,,,
28479,blast_step_7,269114,1175,924,84614070,success,30,2233,487558,im,3,20EC,im_log_game_3,14,blast_step_6,20,19.87,1172.6,941.3
28480,blast_step_8,270118,1175,924,84615070,success,55,2288,488562,im,3,20EC,im_log_game_3,14,blast_step_7,20,36.95,1182.6,956.8
28481,overkill_step,271118,1175,924,84616070,overkill,-30,2258,489562,im,3,20EC,im_log_game_3,14,overkill_step_8,20,58.54,1225.0,954.1
28482,overkill_step,272122,1175,924,84617070,overkill,-15,2243,490566,im,3,20EC,im_log_game_3,14,overkill_step_9,20,,,
28483,overkill_step,273122,1175,924,84618070,no_overkill,0,2243,491566,im,3,20EC,im_log_game_3,14,overkill_step_10,20,186.44,1159.4,905.9
28495,activate_star,15385,978,543,86778982,-,0,0,13136,qm,1,20EC,qm_log_game_1,10,activation,1,,,
28496,blast_step_1,16397,978,543,86779982,failure,-6,-6,14148,qm,1,20EC,qm_log_game_1,10,blast_step_1,1,,,
28497,blast_step_2,17399,978,543,86780982,success,25,19,15150,qm,1,20EC,qm_log_game_1,10,blast_step_2,1,,,
28498,blast_step_3,18404,978,543,86781982,failure,-9,10,16155,qm,1,20EC,qm_log_game_1,10,blast_step_3,1,,,
28499,blast_step_4,19405,978,543,86782984,failure,-27,-17,17156,qm,1,20EC,qm_log_game_1,10,blast_step_4,1,,,
28500,blast_step_5,20406,978,543,86783982,failure,-33,-50,18157,qm,1,20EC,qm_log_game_1,10,blast_step_5,1,,,
28501,blast_step_6,21406,978,543,86784982,success,60,10,19157,qm,1,20EC,qm_log_game_1,10,blast_step_6,1,,,
28502,blast_step_7,22407,978,543,86785982,failure,-30,-20,20158,qm,1,20EC,qm_log_game_1,10,blast_step_7,1,,,
28503,blast_step_8,23412,978,543,86786982,failure,-30,-50,21163,qm,1,20EC,qm_log_game_1,10,blast_step_8,1,,,
28504,overkill_step,24413,978,543,86787986,no_overkill,0,-50,22164,qm,1,20EC,qm_log_game_1,10,overkill_step_9,1,,,
28518,activate_star,53345,990,215,86816941,-,0,-50,51096,qm,1,20EC,qm_log_game_1,11,activation,2,,,
28519,blast_step_1,54356,990,215,86817941,failure,-6,-56,52107,qm,1,20EC,qm_log_game_1,11,blast_step_1,2,9.22,984.0,217.5
28520,blast_step_2,55358,990,215,86818941,failure,-9,-65,53109,qm,1,20EC,qm_log_game_1,11,blast_step_2,2,11.52,992.6,226.1
28521,blast_step_3,56361,990,215,86819942,failure,-6,-71,54112,qm,1,20EC,qm_log_game_1,11,blast_step_3,2,18.09,1003.5,227.6
28522,blast_step_4,57363,990,215,86820942,success,30,-41,55114,qm,1,20EC,qm_log_game_1,11,blast_step_4,2,39.3,1018.7,242.4
28523,blast_step_5,58364,990,215,86821941,success,20,-21,56115,qm,1,20EC,qm_log_game_1,11,blast_step_5,2,39.48,1017.4,244.1
28524,blast_step_6,59365,990,215,86822941,success,35,14,57116,qm,1,20EC,qm_log_game_1,11,blast_step_6,2,36.76,1020.7,235.7
28525,blast_step_7,60369,990,215,86823942,success,85,99,58120,qm,1,20EC,qm_log_game_1,11,blast_step_7,2,,,
28526,blast_step_8,61370,990,215,86824942,success,110,209,59121,qm,1,20EC,qm_log_game_1,11,blast_step_8,2,47.24,1036.5,217.9
28527,overkill_step,62371,990,215,86825941,overkill,-18,191,60122,qm,1,20EC,qm_log_game_1,11,overkill_step_9,2,52.07,1039.8,227.8
28528,overkill_step,63374,990,215,86826941,no_overkill,0,191,61125,qm,1,20EC,qm_log_game_1,11,overkill_step_10,2,,,
28548,activate_star,107180,639,700,86870781,-,0,191,104931,qm,1,20EC,qm_log_game_1,4,activation,3,,,
28549,blast_step_1,108188,639,700,86871781,failure,-6,185,105939,qm,1,20EC,qm_log_game_1,4,blast_step_1,3,28.01,652.0,725.2
28550,blast_step_2,109190,639,700,86872781,failure,-15,170,106941,qm,1,20EC,qm_log_game_1,4,blast_step_2,3,11.6,646.2,708.5
28551,blast_step_3,110191,639,700,86873783,failure,-15,155,107942,qm,1,20EC,qm_log_game_1,4,blast_step_3,3,,,
28552,blast_step_4,111191,639,700,86874781,failure,-18,137,108942,qm,1,20EC,qm_log_game_1,4,blast_step_4,3,45.79,680.0,717.5
28553,blast_step_5,112195,639,700,86875781,failure,-27,110,109946,qm,1,20EC,qm_log_game_1,4,blast_step_5,3,84.21,719.8,722.5
28554,blast_step_6,113196,639,700,86876781,failure,-9,101,110947,qm,1,20EC,qm_log_game_1,4,blast_step_6,3,88.71,723.1,728.4
28555,blast_step_7,114200,639,700,86877781,failure,-33,68,111951,qm,1,20EC,qm_log_game_1,4,blast_step_7,3,95.01,728.8,728.2
28556,blast_step_8,115203,639,700,86878781,success,65,133,112954,qm,1,20EC,qm_log_game_1,4,blast_step_8,3,100.98,737.1,722.6
28557,overkill_step,116209,639,700,86879781,overkill,-21,112,113960,qm,1,20EC,qm_log_game_1,4,overkill_step_9,3,87.24,726.2,698.6
28558,overkill_step,117210,639,700,86880781,no_overkill,0,112,114961,qm,1,20EC,qm_log_game_1,4,overkill_step_10,3,,,
28570,activate_star,136421,1183,675,86900021,-,0,112,134172,qm,1,20EC,qm_log_game_1,16,activation,4,23.05,1178.7,692.5
28571,blast_step_1,137430,1183,675,86901021,failure,-3,109,135181,qm,1,20EC,qm_log_game_1,16,blast_step_1,4,25.81,1182.4,700.7
28572,blast_step_2,138433,1183,675,86902021,failure,-21,88,136184,qm,1,20EC,qm_log_game_1,16,blast_step_2,4,24.01,1191.9,693.5
28573,blast_step_3,139437,1183,675,86903021,failure,-21,67,137188,qm,1,20EC,qm_log_game_1,16,blast_step_3,4,31.42,1204.6,697.4
28574,blast_step_4,140440,1183,675,86904021,failure,-30,37,138191,qm,1,20EC,qm_log_game_1,16,blast_step_4,4,44.87,1197.4,705.0
28575,blast_step_5,141440,1183,675,86905021,failure,-39,-2,139191,qm,1,20EC,qm_log_game_1,16,blast_step_5,4,101.53,1239.7,752.2
28576,blast_step_6,142443,1183,675,86906021,success,30,28,140194,qm,1,20EC,qm_log_game_1,16,blast_step_6,4,99.22,1245.7,750.7
28577,blast_step_7,143444,1183,675,86907021,success,15,43,141195,qm,1,20EC,qm_log_game_1,16,blast_step_7,4,104.67,1243.4,758.6
28578,blast_step_8,144447,1183,675,86908021,failure,-21,22,142198,qm,1,20EC,qm_log_game_1,16,blast_step_8,4,96.29,1239.2,752.5
28579,overkill_step,145447,1183,675,86909021,no_overkill,0,22,143198,qm,1,20EC,qm_log_game_1,16,overkill_step_9,4,96.8,1239.2,747.5
28585,activate_star,151905,1337,547,86915501,-,0,22,149656,qm,1,20EC,qm_log_game_1,18,activation,5,,,
28587,blast_step_2,152913,1337,547,86916501,failure,-12,10,150664,qm,1,20EC,qm_log_game_1,18,blast_step_1,5,27.66,1315.7,533.2
28588,blast_step_3,153913,1337,547,86917501,success,20,30,151664,qm,1,20EC,qm_log_game_1,18,blast_step_2,5,34.8,1310.0,533.0
28589,blast_step_4,154917,1337,547,86918501,failure,-15,15,152668,qm,1,20EC,qm_log_game_1,18,blast_step_3,5,31.12,1306.9,541.2
28590,blast_step_5,155918,1337,547,86919501,failure,-30,-15,153669,qm,1,20EC,qm_log_game_1,18,blast_step_4,5,26.57,1313.1,537.3
28591,blast_step_6,156922,1337,547,86920501,success,55,40,154673,qm,1,20EC,qm_log_game_1,18,blast_step_5,5,25.86,1319.7,523.4
28592,blast_step_7,157924,1337,547,86921501,failure,-27,13,155675,qm,1,20EC,qm_log_game_1,18,blast_step_6,5,36.96,1313.1,518.7
28593,blast_step_8,158928,1337,547,86922501,failure,-24,-11,156679,qm,1,20EC,qm_log_game_1,18,blast_step_7,5,30.74,1313.5,529.2
28594,overkill_step,159928,1337,547,86923501,no_overkill,0,-11,157679,qm,1,20EC,qm_log_game_1,18,overkill_step_8,5,,,
28612,activate_star,189500,800,343,86953101,-,0,-11,187251,qm,1,20EC,qm_log_game_1,7,activation,6,23.74,810.9,358.8
28614,blast_step_2,190505,800,343,86954100,success,20,9,188256,qm,1,20EC,qm_log_game_1,7,blast_step_1,6,,,
28615,blast_step_3,191506,800,343,86955101,success,45,54,189257,qm,1,20EC,qm_log_game_1,7,blast_step_2,6,40.06,829.8,365.1
28616,blast_step_4,192506,800,343,86956101,success,40,94,190257,qm,1,20EC,qm_log_game_1,7,blast_step_3,6,34.45,813.6,374.4
28617,blast_step_5,193506,800,343,86957101,success,45,139,191257,qm,1,20EC,qm_log_game_1,7,blast_step_4,6,36.2,811.7,375.6
28618,blast_step_6,194507,800,343,86958101,failure,-36,103,192258,qm,1,20EC,qm_log_game_1,7,blast_step_5,6,41.95,821.0,378.9
28619,blast_step_7,195507,800,343,86959101,failure,-18,85,193258,qm,1,20EC,qm_log_game_1,7,blast_step_6,6,54.69,828.4,391.8
28620,blast_step_8,196510,800,343,86960101,success,25,110,194261,qm,1,20EC,qm_log_game_1,7,blast_step_7,6,33.46,829.65,342.9
28621,overkill_step,197511,800,343,86961100,no_overkill,0,110,195262,qm,1,20EC,qm_log_game_1,7,overkill_step_8,6,,,
28627,activate_star,203664,1301,346,86967260,-,0,110,201415,qm,1,20EC,qm_log_game_1,17,activation,7,45.05,1275.5,379.4
28628,blast_step_1,204671,1301,346,86968260,success,5,115,202422,qm,1,20EC,qm_log_game_1,17,blast_step_1,7,41.75,1271.0,374.6
28629,blast_step_2,205671,1301,346,86969260,success,10,125,203422,qm,1,20EC,qm_log_game_1,17,blast_step_2,7,44.48,1271.2,378.3
28630,blast_step_3,206675,1301,346,86970261,success,25,150,204426,qm,1,20EC,qm_log_game_1,17,blast_step_3,7,42.09,1274.1,378.5
28631,blast_step_4,207675,1301,346,86971260,failure,-15,135,205426,qm,1,20EC,qm_log_game_1,17,blast_step_4,7,37.52,1285.6,376.1
28632,blast_step_5,208677,1301,346,86972260,success,30,165,206428,qm,1,20EC,qm_log_game_1,17,blast_step_5,7,26.39,1302.2,370.2
28633,blast_step_6,209677,1301,346,86973261,success,20,185,207428,qm,1,20EC,qm_log_game_1,17,blast_step_6,7,35.3,1333.65,352.9
28634,blast_step_7,210681,1301,346,86974260,failure,-24,161,208432,qm,1,20EC,qm_log_game_1,17,blast_step_7,7,35.89,1336.2,341.3
28635,blast_step_8,211684,1301,346,86975261,success,80,241,209435,qm,1,20EC,qm_log_game_1,17,blast_step_8,7,47.48,1345.8,328.4
28636,overkill_step,212685,1301,346,86976261,no_overkill,0,241,210436,qm,1,20EC,qm_log_game_1,17,overkill_step_9,7,50.41,1349.65,336.25
28642,activate_star,219586,619,230,86983180,-,0,241,217337,qm,1,20EC,qm_log_game_1,2,activation,8,,,
28643,blast_step_1,220595,619,230,86984180,failure,-3,238,218346,qm,1,20EC,qm_log_game_1,2,blast_step_1,8,15.65,629.3,220.1
28644,blast_step_2,221598,619,230,86985180,success,25,263,219349,qm,1,20EC,qm_log_game_1,2,blast_step_2,8,37.68,641.7,202.7
28645,blast_step_3,222599,619,230,86986180,success,30,293,220350,qm,1,20EC,qm_log_game_1,2,blast_step_3,8,43.79,642.1,192.5
28646,blast_step_4,223599,619,230,86987180,success,5,298,221350,qm,1,20EC,qm_log_game_1,2,blast_step_4,8,51.86,652.6,190.8
28647,blast_step_5,224602,619,230,86988180,success,40,338,222353,qm,1,20EC,qm_log_game_1,2,blast_step_5,8,49.08,652.3,195.2
28648,blast_step_6,225603,619,230,86989180,success,55,393,223354,qm,1,20EC,qm_log_game_1,2,blast_step_6,8,56.91,666.7,196.8
28649,blast_step_7,226606,619,230,86990180,success,65,458,224357,qm,1,20EC,qm_log_game_1,2,blast_step_7,8,55.26,650.8,182.7
28650,blast_step_8,227608,619,230,86991180,success,60,518,225359,qm,1,20EC,qm_log_game_1,2,blast_step_8,8,53.77,641.3,181.0
28651,overkill_step,228613,619,230,86992180,no_overkill,0,518,226364,qm,1,20EC,qm_log_game_1,2,overkill_step_9,8,,,
28659,activate_star,248783,772,930,87012382,-,0,518,246534,qm,1,20EC,qm_log_game_1,5,activation,9,,,
28661,blast_step_2,249979,772,930,87013580,failure,-24,494,247730,qm,1,20EC,qm_log_game_1,5,blast_step_1,9,22.34,794.1,933.9
28662,blast_step_3,250982,772,930,87014580,failure,-21,473,248733,qm,1,20EC,qm_log_game_1,5,blast_step_2,9,11.26,782.8,931.6
28663,blast_step_4,251985,772,930,87015580,failure,-33,440,249736,qm,1,20EC,qm_log_game_1,5,blast_step_3,9,59.04,830.9,931.8
28664,blast_step_5,252985,772,930,87016580,success,40,480,250736,qm,1,20EC,qm_log_game_1,5,blast_step_4,9,74.62,846.6,932.4
28665,blast_step_6,253987,772,930,87017580,failure,-24,456,251738,qm,1,20EC,qm_log_game_1,5,blast_step_5,9,72.96,844.8,933.5
28666,blast_step_7,254987,772,930,87018580,success,35,491,252738,qm,1,20EC,qm_log_game_1,5,blast_step_6,9,76.22,847.7,938.3
28667,blast_step_8,255989,772,930,87019580,success,15,506,253740,qm,1,20EC,qm_log_game_1,5,blast_step_7,9,89.42,861.3,933.1
28668,overkill_step,256989,772,930,87020580,overkill,-36,470,254740,qm,1,20EC,qm_log_game_1,5,overkill_step_8,9,,,
28669,overkill_step,257994,772,930,87021580,no_overkill,0,470,255745,qm,1,20EC,qm_log_game_1,5,overkill_step_9,9,,,
28675,activate_star,264342,1147,934,87027940,-,0,470,262093,qm,1,20EC,qm_log_game_1,13,activation,10,,,
28676,blast_step_1,265351,1147,934,87028940,failure,-3,467,263102,qm,1,20EC,qm_log_game_1,13,blast_step_1,10,21.41,1149.2,913.5
28677,blast_step_2,266353,1147,934,87029940,success,20,487,264104,qm,1,20EC,qm_log_game_1,13,blast_step_2,10,32.31,1127.7,907.5
28678,blast_step_3,267355,1147,934,87030940,success,25,512,265106,qm,1,20EC,qm_log_game_1,13,blast_step_3,10,25.87,1132.0,915.1
28679,blast_step_4,268357,1147,934,87031940,failure,-18,494,266108,qm,1,20EC,qm_log_game_1,13,blast_step_4,10,12.35,1144.1,923.3
28680,blast_step_5,269362,1147,934,87032940,failure,-21,473,267113,qm,1,20EC,qm_log_game_1,13,blast_step_5,10,12.79,1142.1,922.7
28681,blast_step_6,270367,1147,934,87033940,success,35,508,268118,qm,1,20EC,qm_log_game_1,13,blast_step_6,10,15.87,1144.1,919.0
28682,blast_step_7,271369,1147,934,87034940,failure,-30,478,269120,qm,1,20EC,qm_log_game_1,13,blast_step_7,10,25.44,1144.2,908.7
28683,blast_step_8,272373,1147,934,87035940,failure,-18,460,270124,qm,1,20EC,qm_log_game_1,13,blast_step_8,10,46.14,1142.7,892.5
28684,overkill_step,273377,1147,934,87036940,no_overkill,0,460,271128,qm,1,20EC,qm_log_game_1,13,overkill_step_9,10,,,
28696,activate_star,27962,941,441,87067780,-,0,460,297915,qm,1,20EC,qm_log_game_1,9,activation,11,,,
28697,blast_step_1,28970,941,441,87068780,failure,-3,457,298923,qm,1,20EC,qm_log_game_1,9,blast_step_1,11,33.59,922.0,469.3
28698,blast_step_2,29971,941,441,87069780,failure,-24,433,299924,qm,1,20EC,qm_log_game_1,9,blast_step_2,11,29.62,931.4,462.8
28699,blast_step_3,30976,941,441,87070780,failure,-9,424,300929,qm,1,20EC,qm_log_game_1,9,blast_step_3,11,28.19,944.0,468.1
28700,blast_step_4,31977,941,441,87071780,failure,-33,391,301930,qm,1,20EC,qm_log_game_1,9,blast_step_4,11,27.92,954.9,464.8
28701,blast_step_5,32977,941,441,87072780,success,65,456,302930,qm,1,20EC,qm_log_game_1,9,blast_step_5,11,,,
28702,blast_step_6,33979,941,441,87073780,failure,-27,429,303932,qm,1,20EC,qm_log_game_1,9,blast_step_6,11,11.85,945.4,430.4
28703,blast_step_7,34980,941,441,87074780,failure,-42,387,304933,qm,1,20EC,qm_log_game_1,9,blast_step_7,11,14.61,949.5,446.8
28704,blast_step_8,35983,941,441,87075780,success,70,457,305936,qm,1,20EC,qm_log_game_1,9,blast_step_8,11,32.41,944.0,468.8
28705,overkill_step,36986,941,441,87076780,no_overkill,0,457,306939,qm,1,20EC,qm_log_game_1,9,overkill_step_9,11,50.46,987.5,459.0
28711,activate_star,42359,787,896,87082180,-,0,457,312312,qm,1,20EC,qm_log_game_1,6,activation,12,,,
28712,blast_step_1,43368,787,896,87083180,failure,-6,451,313321,qm,1,20EC,qm_log_game_1,6,blast_step_1,12,17.14,800.2,905.0
28713,blast_step_2,44373,787,896,87084180,failure,-15,436,314326,qm,1,20EC,qm_log_game_1,6,blast_step_2,12,33.32,820.1,896.3
28714,blast_step_3,45373,787,896,87085180,success,30,466,315326,qm,1,20EC,qm_log_game_1,6,blast_step_3,12,50.48,837.2,894.7
28715,blast_step_4,46375,787,896,87086180,success,55,521,316328,qm,1,20EC,qm_log_game_1,6,blast_step_4,12,65.44,852.4,893.7
28716,blast_step_5,47376,787,896,87087180,success,45,566,317329,qm,1,20EC,qm_log_game_1,6,blast_step_5,12,79.21,866.0,898.5
28717,blast_step_6,48377,787,896,87088180,failure,-30,536,318330,qm,1,20EC,qm_log_game_1,6,blast_step_6,12,101.24,887.6,906.8
28718,blast_step_7,49381,787,896,87089180,failure,-39,497,319334,qm,1,20EC,qm_log_game_1,6,blast_step_7,12,93.95,880.9,900.8
28719,blast_step_8,50383,787,896,87090180,failure,-39,458,320336,qm,1,20EC,qm_log_game_1,6,blast_step_8,12,77.16,863.8,897.7
28720,overkill_step,51386,787,896,87091180,no_overkill,0,458,321339,qm,1,20EC,qm_log_game_1,6,overkill_step_9,12,67.99,853.2,883.2
28728,activate_star,66683,1178,338,87106500,-,0,458,336636,qm,1,20EC,qm_log_game_1,15,activation,13,,,
28729,blast_step_1,67691,1178,338,87107502,failure,-3,455,337644,qm,1,20EC,qm_log_game_1,15,blast_step_1,13,,,
28730,blast_step_2,68691,1178,338,87108500,success,30,485,338644,qm,1,20EC,qm_log_game_1,15,blast_step_2,13,15.62,1176.7,352.8
28731,blast_step_3,69693,1178,338,87109500,failure,-18,467,339646,qm,1,20EC,qm_log_game_1,15,blast_step_3,13,28.35,1169.3,364.8
28732,blast_step_4,70696,1178,338,87110500,success,25,492,340649,qm,1,20EC,qm_log_game_1,15,blast_step_4,13,21.97,1170.7,357.2
28733,blast_step_5,71700,1178,338,87111500,success,30,522,341653,qm,1,20EC,qm_log_game_1,15,blast_step_5,13,14.36,1177.2,352.0
28734,blast_step_6,72705,1178,338,87112501,failure,-30,492,342658,qm,1,20EC,qm_log_game_1,15,blast_step_6,13,19.14,1182.6,356.5
28735,blast_step_7,73705,1178,338,87113500,success,50,542,343658,qm,1,20EC,qm_log_game_1,15,blast_step_7,13,12.38,1189.3,333.8
28736,blast_step_8,74710,1178,338,87114500,success,55,597,344663,qm,1,20EC,qm_log_game_1,15,blast_step_8,13,30.04,1202.7,320.7
28737,overkill_step,75711,1178,338,87115500,no_overkill,0,597,345664,qm,1,20EC,qm_log_game_1,15,overkill_step_9,13,,,
28749,activate_star,96085,621,520,87135899,-,0,597,366038,qm,1,20EC,qm_log_game_1,3,activation,14,,,
28751,blast_step_2,97087,621,520,87136900,failure,-9,588,367040,qm,1,20EC,qm_log_game_1,3,blast_step_1,14,29.47,637.65,543.9
28752,blast_step_3,98092,621,520,87137900,failure,-15,573,368045,qm,1,20EC,qm_log_game_1,3,blast_step_2,14,29.16,639.9,541.6
28753,blast_step_4,99093,621,520,87138899,failure,-48,525,369046,qm,1,20EC,qm_log_game_1,3,blast_step_3,14,28.9,639.1,541.4
28754,blast_step_5,100093,621,520,87139899,failure,-36,489,370046,qm,1,20EC,qm_log_game_1,3,blast_step_4,14,,,
28755,blast_step_6,101096,621,520,87140903,failure,-42,447,371049,qm,1,20EC,qm_log_game_1,3,blast_step_5,14,88.02,707.4,504.6
28756,blast_step_7,102097,621,520,87141899,failure,-39,408,372050,qm,1,20EC,qm_log_game_1,3,blast_step_6,14,75.78,691.8,508.75
28757,blast_step_8,103097,621,520,87142899,success,50,458,373050,qm,1,20EC,qm_log_game_1,3,blast_step_7,14,70.1,654.6,493.0
28758,overkill_step,104100,621,520,87143900,overkill,-54,404,374053,qm,1,20EC,qm_log_game_1,3,overkill_step_8,14,67.38,656.8,471.35
28759,overkill_step,105104,621,520,87144899,no_overkill,0,404,375057,qm,1,20EC,qm_log_game_1,3,overkill_step_9,14,88.59,707.6,504.3
28769,activate_star,113118,859,651,87152939,-,0,404,383071,qm,1,20EC,qm_log_game_1,8,activation,15,40.56,877.3,677.8
28770,blast_step_1,114126,859,651,87153939,failure,-6,398,384079,qm,1,20EC,qm_log_game_1,8,blast_step_1,15,41.99,885.6,684.9
28771,blast_step_2,115126,859,651,87154939,success,40,438,385079,qm,1,20EC,qm_log_game_1,8,blast_step_2,15,40.75,890.8,676.5
28772,blast_step_3,116130,859,651,87155939,success,40,478,386083,qm,1,20EC,qm_log_game_1,8,blast_step_3,15,39.83,893.0,672.2
28773,blast_step_4,117130,859,651,87156939,success,30,508,387083,qm,1,20EC,qm_log_game_1,8,blast_step_4,15,34.77,891.6,660.9
28774,blast_step_5,118133,859,651,87157940,success,55,563,388086,qm,1,20EC,qm_log_game_1,8,blast_step_5,15,45.73,900.8,669.2
28775,blast_step_6,119134,859,651,87158939,success,35,598,389087,qm,1,20EC,qm_log_game_1,8,blast_step_6,15,49.53,900.0,677.7
28776,blast_step_7,120135,859,651,87159939,success,55,653,390088,qm,1,20EC,qm_log_game_1,8,blast_step_7,15,52.52,906.15,674.3
28777,blast_step_8,121138,859,651,87160939,success,45,698,391091,qm,1,20EC,qm_log_game_1,8,blast_step_8,15,54.84,912.9,657.8
28778,overkill_step,122138,859,651,87161939,no_overkill,0,698,392091,qm,1,20EC,qm_log_game_1,8,overkill_step_9,15,,,
28782,activate_star,126765,619,208,87166579,-,0,698,396718,qm,1,20EC,qm_log_game_1,1,activation,16,46.96,628.9,166.8
28784,blast_step_2,127771,619,208,87167579,failure,-9,689,397724,qm,1,20EC,qm_log_game_1,1,blast_step_1,16,22.57,630.8,189.0
28785,blast_step_3,128771,619,208,87168579,failure,-12,677,398724,qm,1,20EC,qm_log_game_1,1,blast_step_2,16,43.0,661.2,201.7
28786,blast_step_4,129775,619,208,87169579,failure,-9,668,399728,qm,1,20EC,qm_log_game_1,1,blast_step_3,16,58.77,674.6,191.5
28787,blast_step_5,130778,619,208,87170579,failure,-36,632,400731,qm,1,20EC,qm_log_game_1,1,blast_step_4,16,72.4,690.2,196.0
28788,blast_step_6,131779,619,208,87171579,failure,-33,599,401732,qm,1,20EC,qm_log_game_1,1,blast_step_5,16,83.68,698.1,178.3
28789,blast_step_7,132780,619,208,87172579,failure,-42,557,402733,qm,1,20EC,qm_log_game_1,1,blast_step_6,16,81.18,693.2,176.4
28790,blast_step_8,133781,619,208,87173579,success,65,622,403734,qm,1,20EC,qm_log_game_1,1,blast_step_7,16,75.52,681.8,176.9
